"","Maximum.vertical.height","Number.of.fertile.stamens","Number.of.ovules.per.carpel","Number.of.carpels","Fusion.of.ovaries","Flower.size","seedMass","Woodiness_herbaceous","Woodiness_woody","Climbing_climbing","Climbing_non.climbing","Aquatic_aquatic","Aquatic_non.aquatic","SexualSystem_bisexual","SexualSystem_dioecious","SexualSystem_monoecious","Lifespan_long","Lifespan_short","Mating_mixed","Mating_outcrossing","Mating_selfing","Pollination_abiotic","Pollination_autonomous","Pollination_biotic","DispersalMode_abiotic","DispersalMode_autonomous","DispersalMode_biotic","DispersalDist_long","DispersalDist_short","OvaryPosition_inferior","OvaryPosition_intermediate","OvaryPosition_superior","FloralReward_nectar","FloralReward_none","FloralReward_other","FloralReward_pollen","FlowerSymmetry_actinomorphic","FlowerSymmetry_other","FlowerSymmetry_zygomorphic","Showiness_bright","Showiness_dull"
"Posidonia_australis",-1.06386227395981,-0.855068640769968,-0.784439733353737,-1.61060131658324,-0.530633713333661,-0.92218999736018,-0.426415352829575,"1","0","0","1","1","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Posoqueria_latifolia",1.15777580072147,-0.366300791570949,0.0182397110230204,-0.570138569082411,0.410413406723782,0.563660536912036,0.454500139443797,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1","1","0"
"Potamogeton_berchtoldii",-0.499993518083836,-0.579808862748757,-0.784439733353737,0.470324178418419,-2.55818949566563,-0.855650204665225,-0.474231284052179,"1","0","0","1","1","0","0","0","1","1","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Primula_sieboldii",-1.34332900036728,-0.366300791570949,0.748691299307644,0.805278368522632,0.410413406723782,0.127462820139255,-0.921831719953213,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Prionotes_cerinthoides",-0.367851123969636,-0.366300791570949,0.375677300630952,0.805278368522632,0.410413406723782,0.467883692135184,-0.215611937410854,"1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Prunus_persica",0.75707059831113,1.75707607789757,-0.370129232592074,-1.61060131658324,-0.0823746750728602,0.00391342588948757,1.81429882858472,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Putranjiva_roxburghii",1.06866200051532,-0.803336076421265,-0.370129232592074,0.0384931216028799,0.410413406723782,-0.628393186246577,1.34895489033631,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","1","1"
"Qualea_grandiflora",1.06866200051532,-1.906242153714,1.62160839250465,0.0384931216028799,0.410413406723782,0.375839733116676,0.0454429895858838,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Quercus_rubra",1.59836546534908,-0.191851995287345,-0.370129232592074,0.0384931216028799,-0.18627577665649,-0.763475201759337,1.84890072255601,"0","1","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","1"
"Quinchamalium_chilense",-1.26321297570714,-0.366300791570949,-0.784439733353737,-1.61060131658324,0.247140247092365,-0.0633964583733002,-0.222114561891557,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Quintinia_hyehenensis",0.691555805697884,-0.366300791570949,-0.300973543730345,0.64712481228817,0.336198334164048,-0.821049287316386,0.243284991220015,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Rafflesia_keithii",1.01583458314168,1.62334914487692,0.382769192244647,0.277282806164006,-0.174401365046931,3.56071838526914,0.929239605068599,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","0","1","0","0","1","1"
"Ranunculus_acris",-0.687760589227215,2.01130601233833,-0.784439733353737,2.88620386352429,-2.55818949566563,0.438279434397135,-0.34622865577791,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Ranunculus_ficaria",-1.25645154882386,1.17364057057211,-0.784439733353737,2.45437280670875,-1.60229936109624,0.778248987549991,-0.302365593300621,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Ravenala_madagascariensis",1.13675183261284,-0.191851995287345,0.725248149335312,0.0384931216028799,0.410413406723782,2.31954412311822,1.10133459380561,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","1","0"
"Reseda_lutea",1.7646731505055,0.960132499394297,-0.0245493148235508,0.0384931216028799,-0.33470592177596,-0.663637791147085,-0.58494121293369,"1","0","0","1","0","1","1","0","0","1","1","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","1","1","1"
"Rhexia_virginica",-0.534158809126048,0.0834077827338659,0.931671503292764,0.470324178418419,0.226360026775639,0.858996854018345,-1.64808863171875,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Rhizophora_stylosa",1.13675183261284,0.0834077827338659,-0.370129232592074,-0.570138569082411,0.410413406723782,-0.779826205405328,2.53462831425625,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","1"
"Ribes_aureum",0.0328540784407074,-0.366300791570949,-0.13211003874085,-0.570138569082411,0.351041348675995,0.183183632046868,-0.354850734768928,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Roridula_dentata",0.0328540784407074,-0.366300791570949,-0.784439733353737,0.0384931216028799,0.410413406723782,0.568495834186485,-0.016320716144185,"0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","1"
"Roridula_gorgonias",-0.367851123969636,-0.366300791570949,-0.127773125991498,0.0384931216028799,0.410413406723782,0.568495834186485,-0.466437027970268,"1","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","1"
"Roupala_montana",0.667956798104982,-0.579808862748757,-0.370129232592074,-1.61060131658324,0.3213553196521,-0.4426718447663,0.620539871576678,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Rourea_induta",0.43355928085105,0.296915853911674,-0.130565439002632,-0.0371363323674717,0.380727377699889,-0.140316548176278,0.434310869458463,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Ruellia_ciliatiflora",-0.740350956499728,-0.579808862748757,0.583242394936086,-0.221397144486925,0.345104142871216,1.24922857332659,-0.303613061752934,"1","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Ruta_graveolens",-0.367851123969636,0.196104872174067,0.0441812681695879,0.470324178418419,0.410413406723782,0.0716960926770786,-0.297796605478296,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Sagina_procumbens",-1.29825979121374,-0.579808862748757,1.20729789174299,0.470324178418419,0.0719926758513893,-1.61214989860273,-1.64808863171875,"1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1"
"Sagittaria_latifolia",-0.367851123969636,1.34808936685571,0.853059846216917,1.07895586910371,-0.837389346580568,0.974284243333207,-0.674194277523392,"1","0","0","1","0","1","0","1","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Salpiglossis_sinuata",-0.367851123969636,-0.579808862748757,1.67962477456522,-0.570138569082411,0.410413406723782,1.24922857332659,-1.17770258801667,"1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0"
"Santalum_spicatum",0.667956798104982,-0.579808862748757,-0.784439733353737,0.0384931216028799,0.312449510944932,-0.663637791147085,1.64341784536222,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","1","1"
"Sarracenia_purpurea",-1.16926152879032,2.08789242510525,2.58786186343387,0.805278368522632,0.410413406723782,1.32435184057232,-0.339509571779213,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1"
"Saxifraga_cernua",-1.44561183035472,0.296915853911674,2.47120430771319,-0.570138569082411,-0.480167463993042,2.11545245185866,-0.527918777574551,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0"
"Scaevola_montana",0.662415885682358,-0.256477699254716,-0.409197022477382,-0.384407430166145,0.392601789309447,-0.297331598974089,0.843975840784107,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Schinus_molle",0.869311298767995,0.296915853911674,-0.784439733353737,0.0384931216028799,0.410413406723782,-0.551580944190737,0.496543253912417,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Schisandra_chinensis",0.902354315358913,-0.275106165807477,-0.236751042390043,3.33668199797512,-2.55818949566563,-0.191875445443093,0.058939828756832,"1","0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Schizanthus_grahamii",-0.768556326379979,-1.24302550823138,0.281220284773641,-0.570138569082411,0.410413406723782,0.696637648451079,-0.444228833491737,"1","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Scleranthus_annuus",-1.52547590669605,-0.707574285110451,-0.784439733353737,-0.570138569082411,0.410413406723782,-1.86052681158015,-0.449020207711275,"1","0","0","1","0","1","1","1","0","0","1","0","1","1","0","1","1","0","1","0","0","1","0","0","1","1","1","0","0","1","0","0","1","1"
"Senecio_vulgaris",-0.700702174433526,-0.366300791570949,-1.1987502341154,-0.570138569082411,0.27385767321387,-0.738761058392809,-0.960858577094712,"1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Sesamum_indicum",-0.262451869139121,-0.579808862748757,1.29637999027134,-0.570138569082411,0.410413406723782,0.533251229285977,-0.272966535139686,"1","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0"
"Sextonia_rubra",1.7646731505055,0.196104872174067,-0.784439733353737,-1.61060131658324,0.253077452897144,-0.403916033756659,0.752347722919475,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","1","1","1","0","0","1","0","0","1","0","1","0","0","1","0"
"Silene_vulgaris",-0.663157071549464,0.296915853911674,0.746185254498164,0.227652274991656,0.410413406723782,0.417963839971115,-0.446614702101765,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","1","0","1","0","1","1","0"
"Simmondsia_chinensis",0.161852340864124,0.296915853911674,-0.282445001775027,0.0384931216028799,0.410413406723782,-1.01370538838619,1.33779837610422,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","1","1"
"Sinia_rhodoleuca",-0.287055386816872,-0.366300791570949,0.229667391589754,0.0384931216028799,0.3213553196521,-0.778925180461948,0.190488071006325,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","1","0","1","0","0","1","0"
"Sinojackia_xylocarpa",0.667956798104982,0.547951062962195,0.378676890219667,0.0384931216028799,0.410413406723782,0.260552343801814,0.5869241154328,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1","0","1","0","1","0","1","0","0","1","0"
"Solanum_dulcamara",-0.287055386816872,-0.366300791570949,0.834226065733858,-0.570138569082411,0.410413406723782,-0.0299486760300464,0.452407393230129,"1","0","1","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Souroubea_guianensis",0.454959776051182,-0.366300791570949,0.258613323260267,-0.101794814460446,0.202611203556523,0.0678962427320051,0.86703689838013,"0","1","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","1","0","0","1","0"
"Spergularia_marina",-1.29825979121374,-0.50322244998184,2.04649835006422,-0.2257788865814,0.211517012263692,-0.594531084327043,-1.38028683028404,"1","0","0","1","0","1","1","0","0","0","1","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Spigelia_marilandica",-0.829464756705876,-0.366300791570949,1.17174764775404,-0.570138569082411,0.410413406723782,0.918563431425594,-0.810597851553037,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1"
"Spiranthes_cernua",-1.06386227395981,-1.906242153714,1.26009235558506,0.0384931216028799,0.410413406723782,0.127462820139255,-2.11847467542083,"1","0","0","1","0","1","1","0","0","1","0","0","1","1","0","1","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","1"
"Spondias_tuberosa",0.667956798104982,0.296915853911674,-0.784439733353737,0.64712481228817,0.282763481921038,-0.275047209922947,1.61251838181966,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","1","0","0","1","0"
"Staphylea_trifolia",0.290387941871589,-0.366300791570949,0.528893481370741,-0.235184378978198,0.410413406723782,-0.383476690435175,0.642341308662246,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","1"
"Stellaria_media",-1.29825979121374,-0.275106165807477,0.725178614620784,-0.0811032417895592,0.0452752497298845,-0.778925180461948,-0.787525455201062,"1","0","0","1","0","1","1","0","0","1","1","0","0","1","0","1","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1"
"Sterculia_apetala",1.68747926555523,0.684872721373086,0.64883911291461,0.805278368522632,-1.96446891518775,0.375839733116676,1.70154061795323,"0","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","1"
"Stylidium_graminifolium",0.0400354802123299,-1.24302550823138,1.90520317385776,-0.570138569082411,0.410413406723782,-0.222604777099855,-1.00591177725716,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","1","0"
"Swietenia_macrophylla",1.59836546534908,0.296915853911674,0.792987390981329,0.805278368522632,0.410413406723782,-0.222604777099855,1.34216378257524,"0","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Syringa_vulgaris",0.667956798104982,-1.24302550823138,-0.370129232592074,-0.570138569082411,0.410413406723782,-0.222604777099855,-0.00279391805936054,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Tacca_chantrieri",-0.534158809126048,-0.191851995287345,2.59418704102791,0.0384931216028799,0.131364733899178,0.260552343801814,0.00343581580770576,"1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","1"
"Tacca_leontopetaloides",-0.367851123969636,-0.191851995287345,1.08971948588665,0.0384931216028799,0.297606496432985,0.345546526039683,0.41077920369838,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1"
"Talinum_paniculatum",-0.616884749769426,0.731556095294995,0.975521241940318,0.0384931216028799,-0.364391950799854,-0.373136771315225,-0.66393823287154,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Tectona_grandis",1.7646731505055,-0.191851995287345,0.151667112814748,-0.0947434100289443,0.27385767321387,-0.738761058392809,1.40841458152339,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Ternstroemia_crassifolia",1.07445775536704,-0.25329186035013,0.120750032736281,-0.570138569082411,0.297606496432985,-0.0299486760300464,0.854664270731266,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Tetracentron_sinense",1.7646731505055,-0.579808862748757,0.286537374770164,0.470324178418419,-0.1833071737541,-1.86052681158015,-1.05919840305325,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","1","0","1","1","0","0","1","0","0","1","0","1","1","0","1","1","0","0","1","1"
"Tetratheca_aphylla",0.00320166047479564,0.296915853911674,-0.784439733353737,0.0384931216028799,0.339166937066437,-0.313570193907975,-0.0359264166449768,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0"
"Tetroncium_magellanicum",-1.29825979121374,-0.579808862748757,-0.784439733353737,0.470324178418419,-1.66760862494881,-0.313570193907975,-0.390745669172319,"1","0","0","1","1","0","0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","1","0"
"Thalictrum_minus",-0.479060431809694,0.510423925089482,-0.784439733353737,1.4631298931787,-2.55818949566563,-0.530548267484526,-0.290685128560937,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","1","0","1","1","0","0","1","1"
"Theobroma_cacao",1.30305951776926,-0.366300791570949,-0.325187140592593,0.805278368522632,0.410413406723782,-0.222604777099855,1.70066180342482,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Thymelaea_hirsuta",-0.0961441839827093,0.0834077827338659,-0.784439733353737,-1.61060131658324,-0.289187343939322,0.69265896432642,-0.176902650195649,"0","1","0","1","0","1","0","1","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Titanotrichum_oldhamii",-0.97474847375366,-0.579808862748757,0.275587451080038,-0.187731660776526,0.294637893530596,0.858996854018345,-0.308287548699755,"1","0","0","1","0","1","1","0","0","1","0","1","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Trachelium_caeruleum",-0.367851123969636,-0.366300791570949,0.798041729381124,-0.00343126283947749,0.244171644189976,-0.821049287316386,-1.85067287398612,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","1","1","0","0","1","0"
"Tragopogon_dubius",-0.574043271343317,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.410413406723782,0.141190633200474,0.142913664986858,"1","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","1","0","1","1","0","1","0","0","1","0","0","1","0","0","1","1","0"
"Tribulus_terrestris",-0.97474847375366,0.296915853911674,1.00618045989494,0.805278368522632,0.410413406723782,-0.313570193907975,0.315129128609569,"1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Trichilia_emetica",1.59836546534908,0.296915853911674,-0.370129232592074,0.0384931216028799,0.410413406723782,0.183183632046868,1.41075134438739,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Trillium_erectum",-1.06386227395981,-0.191851995287345,1.10934687262487,0.0384931216028799,0.247140247092365,1.39345854739236,-0.466898370861731,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","1","1","0","0","1","1"
"Trithuria_submersa",-1.86527267878049,-1.906242153714,-0.784439733353737,-1.61060131658324,-0.99967297191119,-0.222604777099855,-0.636902720252303,"1","0","0","1","1","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0"
"Trochocarpa_laurina",1.11493432229536,0.296915853911674,-0.784439733353737,1.84574111602346,0.410413406723782,-1.41949379753292,0.431681901104448,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Tropaeolum_majus",0.0328540784407074,0.0834077827338659,0.27039517292161,-0.208422802307125,0.351041348675995,1.06632820235171,0.953210791198714,"1","0","1","1","0","1","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Tropaeolum_tricolor",0.0328540784407074,0.0834077827338659,-0.784439733353737,0.0384931216028799,0.410413406723782,0.725907330355786,0.417955629309307,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Turnera_ulmifolia",-0.4450450089199,-0.366300791570949,2.93553429315259,0.0384931216028799,0.410413406723782,1.16694034440302,-0.47161003525602,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Typha_latifolia",0.100943910538227,-1.24302550823138,-0.784439733353737,-1.61060131658324,-0.236742025997109,-0.738761058392809,-1.10102209763042,"1","0","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Urtica_dioica",-0.0443398065095567,-0.579808862748757,-0.784439733353737,-1.61060131658324,-0.064563057658524,-1.9200933889874,-1.04033590491663,"1","0","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","1","0","0","1"
"Vaccinium_uliginosum",-0.663157071549464,0.196104872174067,0.273235288194496,0.269884151329963,0.410413406723782,-0.663637791147085,-0.876778519790763,"0","1","0","1","0","1","1","0","0","1","0","0","1","1","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","1"
"Valeriana_officinalis",-0.534158809126048,-0.855068640769968,-0.784439733353737,0.0384931216028799,0.244171644189976,-0.821049287316386,-0.441862283867846,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","1","0","1","0"
"Vellozia_squamata",0.783647507111578,-0.191851995287345,0.528529317610632,0.0323406745627151,0.321355319652101,2.11545245185866,0.893688882666236,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Verbascum_thapsus",0.0328540784407074,-0.366300791570949,0.691085011600047,-0.570138569082411,0.410413406723782,0.127462820139255,-1.17770258801667,"1","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Veronica_anagallis-aquatica",-0.713457949063626,-1.24302550823138,0.225991360138788,-0.570138569082411,0.0630868671442209,-0.628393186246577,-1.32700020448795,"1","0","0","1","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","0","1","1","0"
"Viburnum_rufidulum",0.667956798104982,-0.366300791570949,-0.530580155251091,-0.155019181279967,0.291669290628207,-0.621513684292647,0.780018043800496,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","1","0"
"Viola_pubescens",-1.11416315147397,-0.366300791570949,0.528893481370741,0.0384931216028799,0.410413406723782,0.602357936106019,-0.30508544411974,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1","0","0","1","1","0","0","0","0","0","1","1","0"
"Vitex_negundo",-0.133453606715704,-0.579808862748757,-0.370129232592074,-0.570138569082411,0.410413406723783,-0.738761058392809,0.40132324418464,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Vitis_labrusca",1.23496968567174,-0.366300791570949,-0.207827503574863,-0.0791406891904272,0.261983261604312,-1.61214989860273,0.664614249055779,"0","1","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1"
"Viviania_marifolia",0.43355928085105,0.296915853911674,-0.370129232592074,0.0384931216028799,0.410413406723782,-0.530548267484526,-0.374765185864887,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Vriesea_carinata",-1.06386227395981,-0.191851995287345,0.851217427714371,0.0384931216028799,0.306512305140154,0.974284243333207,-0.921831719953213,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","1","1","0"
"Warburgia_ugandensis",1.45719632373774,0.296915853911674,0.234528612152948,0.805278368522632,0.410413406723782,0.375839733116676,2.02693335117107,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Wurmbea_biglandulosa",-1.40077577119764,-0.191851995287345,1.04940823367059,0.0384931216028799,0.235265835482808,0.203185443831913,-0.545434047908118,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Xanthosoma_sagittifolium",0.0328540784407074,-0.366300791570949,1.34067608194502,0.561326006529976,0.410413406723782,0.308828279148277,-0.352627107967671,"1","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","1","1","1","1","0","0","1","0","0","1","0","1","0","0","1","0"
"Ximenia_americana",0.562557543274467,0.000153612213734111,-0.784439733353737,0.470324178418419,0.17292517453263,-0.0651932809305539,1.47242005209885,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Zea_mays",0.313523917474677,-0.855068640769968,-0.784439733353737,-1.61060131658324,-0.168464159242153,-0.476756781356612,1.16779768007084,"1","0","0","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
