"","Maximum.vertical.height","Number.of.fertile.stamens","Number.of.ovules.per.carpel","Number.of.carpels","Fusion.of.ovaries","Flower.size","seedMass","Woodiness_herbaceous","Woodiness_woody","Climbing_climbing","Climbing_non.climbing","Aquatic_aquatic","Aquatic_non.aquatic","SexualSystem_bisexual","SexualSystem_dioecious","SexualSystem_monoecious","Lifespan_long","Lifespan_short","Mating_mixed","Mating_outcrossing","Mating_selfing","Pollination_abiotic","Pollination_autonomous","Pollination_biotic","DispersalMode_abiotic","DispersalMode_autonomous","DispersalMode_biotic","DispersalDist_long","DispersalDist_short","OvaryPosition_inferior","OvaryPosition_intermediate","OvaryPosition_superior","FloralReward_nectar","FloralReward_none","FloralReward_other","FloralReward_pollen","FlowerSymmetry_actinomorphic","FlowerSymmetry_other","FlowerSymmetry_zygomorphic","Showiness_bright","Showiness_dull"
"Caulophyllum_thalictroides",-0.713457949063626,-0.191851995287345,-0.299727520152584,-1.61060131658324,0.181830983239798,-0.313570193907975,1.04178359284857,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Centroplacus_glaucinus",1.36396794809515,-0.366300791570949,-0.370129232592074,0.0384931216028799,0.410413406723782,-1.61214989860273,0.310370932497218,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Ceratophyllum_demersum",0.267251595694639,-1.906242153714,-0.784439733353737,-1.61060131658324,-0.889834664522781,-2.01793830774945,-0.0328671221813239,"1","0","0","1","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","1","1","0","0","0","1"
"Cercidiphyllum_japonicum",1.59836546534908,0.296915853911674,1.02093981977457,-1.61060131658324,-2.55818949566563,-0.313570193907975,-0.67946049714662,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Chimaphila_umbellata",-1.11416315147397,0.296915853911674,1.00333031551986,0.805278368522632,0.410413406723782,0.0678962427320051,-2.3210589176882,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Chimonanthus_praecox",0.834264483261393,-0.0443576396278283,-0.370129232592074,1.687587559789,-2.55818949566563,0.650784063110062,0.86799958990149,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Chloranthus_spicatus",-0.663157071549464,-1.09553115257186,-0.784439733353737,-1.61060131658324,-0.658283638136406,-0.821049287316386,-0.276961138757916,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1"
"Chorispora_tenella",-1.05430676039816,-0.191851995287345,0.857669215706189,-0.570138569082411,0.410413406723782,1.58876710193746,-0.451445676251136,"1","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Cinnamomum_camphora",1.43205778019267,0.196104872174067,-0.784439733353737,-1.61060131658324,-0.287208275337729,-1.26208230136362,0.864350226447799,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Cirsium_pitcheri",-0.713457949063626,-0.366300791570949,-1.1987502341154,-0.570138569082411,-0.0497200431465767,0.568495834186485,-0.32068998329119,"1","0","0","1","0","1","1","0","0","1","1","1","0","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","1","0"
"Clarkia_xantiana",-0.829464756705876,0.0834077827338659,2.93017884334565,0.470324178418419,0.410413406723782,0.858996854018345,-0.960858577094712,"1","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","1","0"
"Claytonia_virginica",-1.23016995911622,-0.366300791570949,-0.370129232592074,0.0384931216028799,0.410413406723782,-0.362919220975458,-0.446614702101765,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Cleistesiopsis_bifaria",-1.03565690407956,-1.24302550823138,1.04733803436922,0.0384931216028799,0.336198334164048,1.51700794164213,-0.966447718534259,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","1","1"
"Cleomella_arborea",-0.238852861546219,-0.191851995287345,0.561210741178656,-1.61060131658324,0.276826276116259,0.138898390329008,-0.348581172395574,"0","1","0","1","0","1","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0"
"Clethra_alnifolia",0.0328540784407074,0.296915853911674,1.42049096065661,0.0384931216028799,0.410413406723782,-0.738761058392809,-1.05919840305325,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Clutia_pulchella",-0.468644016512802,-0.366300791570949,-0.784439733353737,0.0384931216028799,0.410413406723782,0.974284243333207,-0.175952186653341,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Cobaea_scandens",1.49296621051857,-0.366300791570949,1.16300180006931,0.0384931216028799,0.410413406723782,1.28760702169376,0.74641252953983,"0","1","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Cochlospermum_vitifolium",1.06866200051532,3.03552508465828,2.07715756801884,0.805278368522632,0.410413406723782,1.84767308354312,0.468535093133993,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Coffea_arabica",0.562557543274467,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.134333336801567,0.725907330355786,1.02620540943136,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","1","0","0","1","0"
"Combretum_leprosum",1.06866200051532,0.0834077827338659,0.0441812681695879,-0.570138569082411,0.297606496432985,-0.266890018817715,0.306285560817886,"0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","1","0","1","0","0","1","0"
"Commelina_communis",-0.367851123969636,-0.855068640769968,-0.370129232592074,-0.570138569082411,0.336198334164048,-0.0299486760300464,-0.385700372919717,"1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0"
"Cordyline_australis",1.06866200051532,-0.191851995287345,-0.236860036174356,0.0384931216028799,0.410413406723782,-0.738761058392809,-0.106214940278066,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","1","0","0","1","0"
"Coriaria_myrtifolia",0.267251595694639,0.296915853911674,-0.784439733353737,0.805278368522632,-0.464334915180298,-0.530548267484526,0.165300599582337,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Coriaria_ruscifolia",0.0328540784407074,0.296915853911674,-0.784439733353737,1.41391005920792,-0.675105721249946,-1.41949379753292,-0.690286448930658,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1"
"Cornus_florida",1.36396794809515,-0.579808862748757,-0.527664256687044,-0.432912810109193,0.0512124555346634,0.127462820139255,0.846623194848055,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","1","1"
"Corokia_cotoneaster",0.267251595694639,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.0512124555346634,-0.594531084327043,0.451188918810935,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","1","0"
"Corrigiola_litoralis",-1.46456747637015,-0.366300791570949,0.200037282501442,0.0384931216028799,-1.07388804447092,-1.61214989860273,-0.738109975822456,"1","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0"
"Costus_woodsonii",1.06866200051532,-1.906242153714,0.528893481370741,0.0384931216028799,0.267920467409091,0.725907330355786,0.148377371248028,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","1","0"
"Cucurbita_pepo",-0.663157071549464,-1.02951743705357,-0.0726141497076257,0.0384931216028799,0.410413406723782,-0.222604777099855,0.949299796491351,"1","0","1","0","0","1","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Cupaniopsis_anacardioides",0.43355928085105,0.0834077827338659,-0.784439733353737,0.0384931216028799,0.410413406723782,-0.415260878169663,1.01076609331803,"0","1","0","1","0","1","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","1","0","1","1"
"Curculigo_latifolia",-0.663157071549464,-0.191851995287345,-0.0772480247534492,-0.262206797882088,0.217454218068471,0.00391342588948757,0.841208269891673,"1","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Cuscuta_cuspidata",-0.768556326379979,-0.366300791570949,-0.370129232592074,-0.570138569082411,0.410413406723782,-1.72743728791759,-0.30595080447559,"1","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0"
"Cuttsia_viburnea",1.19766026293874,-0.366300791570949,2.93077626838773,0.805278368522632,0.122458925192009,-0.222604777099855,-1.52958444675533,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","1","0","1","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Cyclanthus_bipartitus",0.0328540784407074,-0.191851995287345,-0.215054244249154,-0.202508134860814,-0.0734688663656919,-0.759362793803075,0.105938611650361,"0","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Cymodocea_nodosa",-0.663157071549464,-1.24302550823138,-0.784439733353737,-0.570138569082411,-2.55818949566563,-0.818627697583464,-0.477869570475732,"1","0","0","1","1","0","0","1","1","1","0","0","1","0","1","0","0","0","1","1","1","1","0","0","1","0","1","0","0","1","0","0","0","1"
"Cypripedium_calceolus",-0.829464756705876,-1.24302550823138,1.22677901793115,0.0384931216028799,0.410413406723782,1.5453177869531,-2.20255473272477,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","1","1"
"Cyrilla_racemiflora",0.96326274568481,-0.366300791570949,-0.370129232592074,-0.570138569082411,0.410413406723782,-0.821049287316386,0.327036241606741,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Dalechampia_spathulata",0.161852340864124,0.960132499394297,-0.237110168148894,0.0384931216028799,-0.13284092441348,-0.383436193455221,0.132656088104835,"0","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0"
"Dalzellia_ceylanica",-3.03007886327853,-0.855068640769968,0.702782987256625,0.0384931216028799,0.410413406723782,-1.61214989860273,-1.14005179165612,"1","0","0","1","1","1","1","0","0","1","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","1"
"Daphniphyllum_macropodum",1.36396794809515,0.196104872174067,-0.370129232592074,-0.570138569082411,0.410413406723782,-0.86748265106527,0.589331582253694,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Datisca_glomerata",-0.133453606715704,0.053030013357922,0.467151688481939,-0.187945552925458,-0.204087394070826,-0.594531084327043,-1.28194700432551,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1"
"Davidsonia_jerseyana",0.96326274568481,0.196104872174067,0.286537374770164,-0.570138569082411,0.208548409361303,-0.821049287316386,1.05284273783414,"0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Davilla_kunthii",-0.316513229420991,2.15880036799785,-0.370129232592074,-1.61060131658324,-0.346580333385517,0.284874316308556,-0.0669079407931435,"1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","1","0","0","1","0"
"Denhamia_celastroides",0.75707059831113,-0.366300791570949,0.0441812681695879,0.0384931216028799,0.410413406723782,0.568495834186485,0.214613849973502,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Diapensia_lapponica",-2.62937366086818,-0.366300791570949,1.83480146141827,0.0384931216028799,0.410413406723782,-0.140316548176278,-0.892738125485377,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Diospyros_australis",1.36396794809515,0.618859005854795,-0.370129232592074,0.470324178418419,0.143239145508735,-1.80480599967253,0.918248252674638,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Dipterocarpus_tempehes",1.83276298260302,1.34808936685571,0.794677409093375,0.750380364715159,0.027463632315548,1.2333864237642,0.15115889838268,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Discaria_americana",-0.367851123969636,-0.467111773308557,-0.784439733353737,0.269884151329963,0.128396130996788,-0.663637791147085,-0.238081343731168,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","1","0","1","1","1","0","0","1","0"
"Drosophyllum_lusitanicum",-0.428759554295533,0.296915853911674,1.03818304546298,0.805278368522632,0.410413406723782,0.634941913547665,-0.120773856637053,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Dryas_octopetala",-0.768556326379979,2.97340880575275,-0.784439733353737,1.22472441907972,-2.55818949566563,0.725907330355786,-0.604831013645315,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Durio_zibethinus",1.49296621051857,2.01130601233833,0.286537374770164,0.805278368522632,0.410413406723782,1.24922857332659,2.36046729615338,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Eriocaulon_parkeri",-1.46456747637015,-0.579808862748757,-0.216436682236491,-0.570138569082411,0.113553116484841,-1.61214989860273,-0.272283480095177,"1","0","0","1","0","1","0","0","1","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0"
"Eriogonum_arborescens",0.0328540784407074,0.196104872174067,-0.784439733353737,0.0384931216028799,0.241203041287586,-1.33720556860934,-0.639770149863919,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Eryngium_alpinum",-0.829464756705876,-0.366300791570949,-0.392909587700852,-0.570138569082411,0.327292525456879,-1.61214989860273,-0.0331795211402845,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Erythroxylum_laurifolium",0.50164911294857,0.296915853911674,-0.477965843256066,0.0433761191650713,0.321355319652101,-0.518880501724192,0.579553827660892,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","1","0","0","1","0"
"Eschscholzia_californica",-1.01758995217977,0.935907930423607,0.483526953505689,-0.570138569082411,0.410413406723782,0.974284243333207,-0.386228117083801,"1","0","0","1","0","1","1","0","0","1","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","1","0"
"Eucalyptus_cladocalyx",1.68747926555523,3.12423123212577,0.909039043249378,0.269884151329963,-0.023002617025072,0.127462820139255,-0.0474975161685451,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Eupomatia_bennettii",-0.133453606715704,0.141414594912295,-0.000829311637832312,0.00829731872249477,0.410413406723782,0.858996854018345,0.114599856421481,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Eupomatia_laurina",0.75707059831113,2.01130601233833,-0.127773125991498,3.96373196202027,0.410413406723782,0.624216646094099,0.300630568644422,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","1","0"
"Fagus_grandifolia",1.49296621051857,0.388110479675146,-0.370129232592074,0.0384931216028799,0.0274636323155481,-0.753742348520062,1.1268551719053,"0","1","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","1","0","0","0","1"
"Filipendula_vulgaris",-0.526501804358964,1.17364057057211,-0.370129232592074,1.687587559789,-2.55818949566563,-0.0651932809305539,-0.507669686387111,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","1","0","1","1","0","0","1","0"
"Floerkea_proserpinacoides",-1.375453676164,-0.191851995287345,-0.784439733353737,-0.235184378978198,0.00965201490121157,0.650784063110062,-0.127127743435065,"1","0","0","1","0","1","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","1"
"Fumana_ericoides",-1.06386227395981,1.31565170569284,0.606629319012905,-0.570138569082411,-0.0823746750728602,0.260552343801814,-0.244030459834394,"0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0"
"Galium_aparine",-0.406704193570098,-0.579808862748757,-0.784439733353737,-0.570138569082411,0.410413406723782,0.260552343801814,0.139063765872768,"1","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Gelsemium_sempervirens",0.532905125308555,-0.366300791570949,0.0441812681695879,-0.570138569082411,0.410413406723782,0.650784063110062,0.15806464436663,"1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0"
"Gentiana_saponaria",-0.792155333972881,-0.366300791570949,-0.228578488586733,-0.570138569082411,0.410413406723782,0.918563431425594,-0.0945271943828967,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Geranium_sanguineum",-1.06386227395981,0.296915853911674,-0.370129232592074,0.805278368522632,0.410413406723782,0.754217175666762,0.133192127468128,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Gerbera_jamesonii",-0.934864011536391,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.383695980602278,0.995603176544007,-0.293508988998958,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0"
"Gesneria_cuneifolia",-1.46456747637015,-0.150960149521259,0.931654978639213,-0.570138569082411,0.288700687725817,0.568495834186485,-1.64808863171875,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","1","0"
"Gomortega_keule",1.36396794809515,0.0834077827338659,-0.784439733353737,-0.570138569082411,0.410413406723782,-0.663637791147085,0.87084861839914,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","1"
"Gonocaryum_litorale",1.28677406314489,-0.366300791570949,-0.370129232592074,-0.570138569082411,0.410413406723782,-0.738761058392809,0.737580496390226,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Gossypium_hirsutum",-0.133453606715704,2.28656579035954,0.591869959133281,0.269884151329963,0.410413406723782,1.45744136423488,0.821471560667731,"0","1","0","1","0","1","1","0","0","1","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Grewia_occidentalis",0.267251595694639,2.24376162080037,-0.784439733353737,0.470324178418419,0.410413406723782,0.725907330355786,0.712185403659099,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Griselinia_racemosa",0.0328540784407074,-0.366300791570949,-0.625804869085732,0.0384931216028799,0.410413406723782,-0.173006387155141,0.226595049085243,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Gyrocarpus_americanus",1.49296621051857,-0.579808862748757,-0.784439733353737,-1.61060131658324,0.0749612787537786,-1.86052681158015,1.21599707522886,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","1"
"Hamamelis_virginiana",0.562557543274467,-0.579808862748757,-0.784439733353737,-0.570138569082411,0.410413406723782,0.375839733116676,0.864566160910286,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","0"
"Hanguana_malayana",0.267251595694639,-0.191851995287345,-0.784439733353737,0.0384931216028799,0.410413406723782,-0.189509282987783,0.323323260443513,"1","0","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Haumania_danckelmaniana",0.667956798104982,-1.906242153714,-0.214172326054441,0.0384931216028799,0.285732084823428,-0.0299486760300464,0.266580840082831,"0","1","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","1","0"
"Hedychium_gardnerianum",0.138253333271222,-1.906242153714,-0.0176817491300817,0.0384931216028799,0.356978554480774,1.57272875354974,0.113086469719838,"1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","1","0"
"Helianthus_annuus",0.0328540784407074,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.410413406723782,0.458127962040253,0.564579555596861,"1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","1","1","0","1","1","0"
"Heliconia_irrasa",-0.133453606715704,-0.366300791570949,-0.784439733353737,0.0384931216028799,0.380727377699889,1.28760702169376,0.31507660090145,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Herniaria_glabra",-1.29825979121374,-0.366300791570949,0.672110214238601,-0.370778159433247,0.131364733899177,-1.86052681158015,-1.1498465408487,"1","0","0","1","0","1","1","0","0","1","1","0","0","1","0","0","1","1","1","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1"
"Hevea_brasiliensis",1.36396794809515,0.296915853911674,-0.784439733353737,0.0384931216028799,0.410413406723782,-0.816743179002785,1.90508160900783,"0","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","1"
"Hirtella_physophora",0.520934792592656,-0.191851995287345,-0.442126748134744,-0.167346413902634,0.380727377699889,0.375839733116676,0.65317211805356,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0"
"Hordeum_bulbosum",-0.397503541935547,-0.855068640769968,-0.784439733353737,-0.570138569082411,0.0151651345770777,0.260552343801814,0.205505955424169,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","1","0","1"
"Hydnocarpus_heterophyllus",1.36396794809515,1.21116770844482,-0.539142371751798,0.470324178418419,0.410413406723782,0.183183632046868,0.970756334879985,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Hydrastis_canadensis",-1.01758995217977,1.90605502557792,-0.370129232592074,1.95429952375936,-2.55818949566563,0.00391342588948757,0.0791172907721455,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Hydrocotyle_vulgaris",-1.56996673120067,-0.366300791570949,0.114210254265108,-0.570138569082411,0.410413406723782,-1.86052681158015,-0.707316544314594,"1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Hydrophyllum_capitatum",-1.11416315147397,-0.366300791570949,-0.241988920621951,-0.17083526653589,0.329837042230356,-0.530548267484526,0.0445738390283209,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Hypericum_perforatum",-0.663157071549464,1.83685721605473,1.24853656649552,0.0384931216028799,0.410413406723782,0.320118921209063,-1.05919840305325,"1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Ilex_opaca",1.09226100810823,-0.579808862748757,-0.591151238436922,0.470324178418419,0.410413406723782,-0.470981690077276,0.326741630191538,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Impatiens_capensis",-0.339645754089385,-0.366300791570949,-0.784439733353737,0.805278368522632,0.410413406723782,0.808195559279363,0.0652434652347144,"1","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0"
"Ipomoea_alba",0.96326274568481,-0.366300791570949,0.177559458371619,-0.570138569082411,-0.402983788530917,1.67441943781143,0.841149810589211,"1","0","1","0","0","1","1","0","0","1","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Iris_versicolor",-0.595067239451945,-0.855068640769968,1.42791619533356,0.0384931216028799,-0.266428055021004,1.94059848513654,0.287131599032112,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Irvingbaileya_australis",0.782433466454391,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.410413406723782,-0.992386455175395,1.07164855932702,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
