"","sp_richn","fdis","fric","fdiv","fspe","fide_PC1","fide_PC2","fide_PC3","fide_PC4"
"cluster1",161,0.380172897373625,0.36436670698877,0.736620246998885,0.389049396400069,0.130281349370346,0.0299872912494383,-0.0172916466804025,0.0293104485237898
"cluster2",92,0.502053699269777,0.329335817632548,0.792115956491135,0.574721061362346,-0.222695838748363,0.0751915417968702,0.0175036917280048,0.00672001382375451
"cluster3",97,0.25986888278416,0.0382064696934354,0.746587919999125,0.307595435403828,-0.00502350601831225,-0.121088409654347,0.0120991286244161,-0.0550229225166554
