"Leaf_area_mm2"	"Nmass_mg_g"	"LMA_g_m2"	"Plant_height_m"	"Diaspore_mass_mg"	"SSD_combined_mg_mm3"
"Rhamnus hemsleyana"	NA	NA	NA	0.862545758172596	NA	NA
"Rhamnus heterophylla"	NA	NA	NA	0.111822835756914	NA	NA
"Rhamnus humboldtiana"	NA	NA	NA	NA	1.18539537175379	NA
"Rhamnus hupehensis"	NA	NA	NA	0.111822835756914	NA	NA
"Rhamnus ilicifolia"	NA	NA	1.53296241306437	0.338567930483013	0.273897764643401	0.57177121323255
"Rhamnus iteinophylla"	NA	NA	NA	-0.0439662464284405	NA	NA
"Rhamnus koraiensis"	NA	NA	NA	0.111822835756914	NA	NA
"Rhamnus lamprophylla"	NA	NA	NA	0.706756675987241	NA	NA
"Rhamnus lancifolia"	NA	NA	NA	NA	NA	-0.389983774355272
"Rhamnus leptophylla"	-0.304306761466269	-0.266623682795157	-0.817398063843843	0.588281311340429	NA	NA
"Rhamnus ludovici-salvatoris"	NA	-0.119583280247521	1.28744773910955	0.111822835756914	NA	NA
"Rhamnus lycioides"	-1.76494460655013	0.971367078710991	1.04179392216857	-0.0414449749433249	-0.00261324462652449	0.934489726829071
"Rhamnus lycioides subsp. oleoides"	NA	NA	NA	-0.0439662464284405	NA	NA
"Rhamnus lycioides subsp. velutina"	NA	NA	NA	-0.263538625450926	NA	NA
"Rhamnus maximovicziana"	NA	NA	NA	0.232662235857691	NA	NA
"Rhamnus nigricans"	NA	NA	NA	0.608023697065532	NA	NA
"Rhamnus orbiculata"	NA	NA	NA	0.608023697065532	NA	NA
"Rhamnus oreodendron"	0.284161376954371	-0.987086830517954	0.365496788433132	NA	NA	NA
"Rhamnus palaestina"	NA	NA	NA	NA	0.717570368837861	NA
"Rhamnus pallasii"	-1.17356559603362	NA	0.531656255542534	-0.202167502395595	0.101613612183547	NA
"Rhamnus parvifolia"	NA	-1.25697014591829	NA	0.111822835756914	NA	NA
"Rhamnus persicifolia"	NA	NA	NA	0.608023697065532	0.393320763679716	NA
"Rhamnus pilosa"	NA	NA	NA	NA	0.168679969603151	NA
"Rhamnus prinoides"	NA	NA	NA	NA	0.462328987007863	NA
"Rhamnus prostrata"	NA	NA	NA	0.111822835756914	NA	NA
"Rhamnus pumila"	NA	NA	NA	-1.27313328793005	1.40979773983616	NA
"Rhamnus rhodopea"	NA	NA	NA	0.111822835756914	NA	NA
"Rhamnus rosthornii"	NA	NA	NA	0.3313952147794	NA	NA
"Rhamnus rugulosa"	NA	NA	NA	-0.0134344850139794	NA	NA
"Rhamnus sargentiana"	NA	NA	NA	0.983385158273373	NA	NA
"Rhamnus saxatilis"	-1.00449768774237	0.785516621437964	0.0331547130861138	-0.646535107048338	0.28420956038125	NA
"Rhamnus schneideri"	0.922806835647284	0.2393026995718	-0.904566397992251	0.3313952147794	NA	NA
"Rhamnus songorica"	NA	NA	NA	-0.263538625450926	NA	NA
"Rhamnus staddo"	NA	NA	NA	0.79023422022164	0.0593279680865965	NA
"Rhamnus subapetala"	NA	NA	NA	0.926329055009727	NA	NA
"Rhamnus tangutica"	NA	NA	NA	0.706756675987241	NA	NA
"Rhamnus tzekweiensis"	NA	NA	NA	1.35874661948121	NA	NA
"Rhamnus ussuriensis"	NA	0.462530086863927	NA	0.608023697065532	NA	NA
"Rhamnus utilis"	NA	NA	NA	0.487184296964755	NA	NA
"Rhamnus virgata"	NA	NA	NA	0.706756675987241	NA	NA
"Rhamnus wilsonii"	NA	NA	NA	0.3313952147794	NA	NA
"Rhamnus wumingensis"	NA	NA	NA	0.487184296964755	NA	NA
"Rhamphicarpa brevipedicellata"	NA	NA	NA	-1.15439420895712	NA	NA
"Rhamphicarpa fistulosa"	NA	NA	NA	-1.21363706156104	-0.961930939197247	NA
"Rhaphidophora australasica"	NA	NA	NA	NA	-0.882319203963081	NA
"Rhaphidophora decursiva"	1.39178643853227	NA	NA	1.23790721938044	NA	NA
"Rhaphidophora hookeri"	1.28065607985214	NA	NA	1.21109133171513	NA	NA
"Rhaphidophora montana"	NA	NA	NA	NA	1.22866921375731	NA
"Rhaphiolepis ferruginea"	NA	NA	NA	0.983385158273373	NA	NA
"Rhaphiolepis indica"	0.36123451940396	-0.862311983739669	1.51792603731226	0.642126573475407	NA	NA
"Rhaphiolepis indica var. umbellata"	0.00111372038642893	NA	1.8870390369158	NA	NA	NA
"Rhaphiolepis lanceolata"	-0.304306761466269	NA	-0.112268100789651	0.111822835756914	NA	NA
"Rhaphiolepis major"	NA	NA	NA	0.487184296964755	NA	NA
"Rhaphiolepis salicifolia"	NA	NA	NA	0.706756675987241	NA	NA
"Rhaphiostylis beninensis"	0.392825241044978	NA	NA	NA	NA	NA
"Rhaphithamnus spinosus"	NA	-0.341088157319035	NA	1.0447562813287	0.726699779820839	NA
"Rhaphithamnus venustus"	NA	NA	NA	NA	1.50600612347901	NA
"Rhapis excelsa"	NA	NA	NA	0.3313952147794	2.06117197226162	NA
"Rhapis gracilis"	NA	NA	NA	-0.0439662464284405	NA	NA
"Rhapis humilis"	NA	NA	NA	0.3313952147794	NA	NA
"Rhapis multifida"	NA	NA	NA	0.3313952147794	NA	NA
"Rhapis robusta"	NA	NA	NA	0.232662235857691	NA	NA
"Rhapis subtilis"	NA	NA	NA	0.111822835756914	NA	NA
"Rhaponticum coniferum"	0.166120006101306	NA	0.764160746739391	-0.838275600353203	0.00418254257633063	NA
"Rhaponticum repens"	NA	NA	NA	-0.592232096235095	-0.195931213443826	NA
"Rhaponticum scariosum"	NA	NA	NA	NA	1.01410885242006	NA
"Rhaponticum scariosum subsp. rhaponticum"	NA	NA	NA	-0.369686980825459	NA	NA
"Rhaponticum uniflorum"	0.922806835647284	NA	NA	-1.26275216264637	NA	NA
"Rhazya stricta"	NA	NA	NA	-0.759739486759544	-0.0935760392354323	NA
"Rheedia sp"	0.38341288388103	-0.950215796198941	NA	1.41036014307722	NA	NA
"Rhetinantha friedrichsthalii"	NA	-1.93434596465557	NA	NA	NA	NA
"Rheum acuminatum"	NA	2.07945090708614	-1.03170798054507	NA	NA	NA
"Rheum australe"	NA	NA	NA	NA	0.544119167456203	NA
"Rheum hybridum"	NA	NA	NA	0.111822835756914	NA	NA
"Rheum nobile"	NA	1.35107081632059	-0.281026634628922	NA	NA	NA
"Rheum rhabarbarum"	0.899973648882254	NA	NA	-0.323006902496372	0.568630010622687	NA
"Rheum rhaponticum"	NA	NA	NA	NA	0.512158113312396	NA
"Rheum ribes"	NA	NA	NA	NA	1.23556290225622	NA
"Rheum spiciforme"	0.785061807572698	0.697355464299448	0.383247888747501	-2.1624523526692	NA	NA
"Rheum tanguticum"	NA	1.06613663428406	0.716208138571554	NA	NA	NA
"Rhexia lutea"	NA	NA	NA	NA	-0.946951481779566	NA
"Rhexia virginica"	NA	NA	NA	-0.695956189922413	-0.954386405639138	NA
"Rhigospira quadrangularis"	1.74906823977848	NA	NA	NA	NA	0.16802641706311
"Rhigozum brevispinosum"	NA	NA	NA	0.16121645687391	0.43298532513672	NA
"Rhigozum madagascariense"	NA	NA	NA	NA	-0.187159870598847	NA
"Rhigozum obovatum"	NA	NA	NA	0.143632700475607	0.46762903258136	NA
"Rhigozum trichotomum"	NA	NA	NA	0.111822835756914	0.618100014014434	NA
"Rhigozum zambesiacum"	NA	NA	NA	0.487184296964755	0.448350768557246	NA
"Rhinanthus alectorolophus"	NA	0.970294831009219	-0.351851296679773	-1.03187390077538	-0.327224819561928	-1.50568967519405
"Rhinanthus antiquus"	NA	NA	NA	-1.37256546916791	NA	NA
"Rhinanthus aristatus"	NA	NA	NA	NA	-0.443772022775304	NA
"Rhinanthus borbasii subsp. songaricus"	NA	NA	NA	NA	-0.538552011056042	NA
"Rhinanthus borealis"	NA	NA	NA	NA	-0.478029078935775	NA
"Rhinanthus burnatii"	NA	NA	NA	-0.937634990123967	NA	NA
"Rhinanthus freynii"	NA	NA	NA	-0.960682388288057	NA	NA
"Rhinanthus glacialis"	-1.59877135234205	1.367193960574	-0.763929285061387	-0.976610951860825	-0.205317397033662	-1.06639966007427
"Rhinanthus mediterraneus"	NA	NA	NA	-1.23927650655674	NA	NA
"Rhinanthus minor"	-0.958020120835918	1.29139113489229	-0.611156785530393	-1.00353778915256	-0.320814969182996	-1.8282274698378
"Rhinanthus ovifugus"	NA	NA	NA	-1.18617321003045	NA	NA
"Rhinanthus pampaninii"	NA	NA	NA	-0.719317610779342	NA	NA
"Rhinanthus riphaeus"	NA	NA	NA	-1.04089964501894	NA	NA
"Rhinanthus rumelicus"	NA	NA	NA	-0.540167107737058	-0.555214440958949	NA
"Rhinanthus serotinus"	-0.965249075238655	0.333959791893182	-0.675963016630446	-1.15720736914645	-0.36320330694289	NA
"Rhinanthus songeonii"	NA	NA	NA	-0.960682388288057	NA	NA
"Rhipidocladum racemiflorum"	NA	NA	NA	1.20295753729586	NA	NA
"Rhipogonum album"	NA	NA	NA	NA	1.05121895825248	NA
"Rhipogonum discolor"	-0.319332059012482	NA	NA	NA	NA	NA
"Rhipogonum fawcettianum"	-0.298109930069162	NA	0.18209026758695	-0.203619981009652	NA	NA
"Rhipogonum scandens"	0.4555067027071	NA	-0.300533790526361	0.842550575997578	1.73906321228216	NA
"Rhipsalis baccifera"	NA	NA	NA	NA	-0.528678490824993	NA
"Rhizobotrya alpina"	NA	NA	NA	-2.43908083495533	NA	NA
"Rhizophora apiculata"	0.843708159187832	-0.81977967593608	1.39465992830975	1.08211813719508	NA	1.13007603530482
"Rhizophora harrisonii"	NA	NA	NA	NA	NA	1.15896216920882
"Rhizophora lamarckii"	NA	NA	1.32137582324771	NA	NA	NA
"Rhizophora mangle"	0.625120617892138	-1.10567573116443	1.25801327552675	1.37995985954523	3.75161817099045	1.23249392306237
"Rhizophora mucronata"	1.06785012195474	-0.905836315266945	1.5089739875144	NA	NA	1.04536839095497
"Rhizophora racemosa"	NA	NA	NA	NA	NA	1.30532318989606
"Rhizophora stylosa"	0.47975646097461	-1.0604251130797	1.78359332099269	NA	4.23392588872036	1.11433777795957
"Rhodamnia acuminata"	NA	NA	NA	NA	-0.504279016883732	1.02180971376028
"Rhodamnia argentea"	NA	NA	NA	NA	NA	0.74128671235025
"Rhodamnia blairiana"	-0.267199280589959	NA	NA	1.4278468459585	NA	1.15896216920882
"Rhodamnia cinerea"	0.258322418521511	-2.09217059652977	1.22636276196093	1.29948983711474	0.790359619199193	1.18088668074784
"Rhodamnia costata"	NA	NA	NA	NA	NA	0.795474659550278
"Rhodamnia dumetorum"	NA	NA	NA	1.14252137416858	NA	1.18958600391982
"Rhodamnia glauca"	NA	NA	NA	NA	-0.257570928382451	0.656986206071104
"Rhodamnia latifolia"	NA	NA	NA	NA	NA	0.924534590446432
"Rhodamnia mulleri"	NA	NA	NA	NA	NA	0.924534590446432
"Rhodamnia rubescens"	NA	NA	NA	NA	NA	0.58673931876487
"Rhodamnia sessiliflora"	NA	NA	NA	NA	NA	1.09162554091554
"Rhodanthe anthemoides"	NA	NA	NA	NA	-0.672222150889641	NA
"Rhodanthe charsleyae"	NA	NA	NA	NA	-0.469828221712395	NA
"Rhodanthe chlorocephala"	NA	NA	NA	NA	-0.330902868964998	NA
"Rhodanthe chlorocephala subsp. rosea"	NA	NA	NA	NA	-0.584896924293287	NA
"Rhodanthe citrina"	NA	NA	NA	NA	-0.951896076680714	NA
"Rhodanthe corymbiflora"	-1.5460492576043	NA	-1.15467659313852	-0.915528568944899	-0.614862258743504	NA
"Rhodanthe cremea"	NA	NA	NA	NA	-0.441934456739651	NA
"Rhodanthe floribunda"	-1.80381954200728	NA	-0.18971121701403	-1.01426154786661	-0.809288120156574	NA
"Rhodanthe manglesii"	NA	NA	NA	NA	-0.65775743562933	NA
"Rhodanthe maryonii"	NA	NA	NA	NA	0.00256899970180774	NA
"Rhodanthe microglossa"	-0.828738639646002	NA	0.139293060950894	-1.36838373318655	-0.726493331226241	NA
"Rhodanthe moschata"	-1.63942538901551	NA	-0.922710354094221	-0.759739486759544	-0.732930668822382	NA
"Rhodanthe polygalifolia"	-1.3961403751788	NA	-0.77011279122604	-1.51046240917523	NA	NA
"Rhodanthe psammophila"	NA	NA	NA	NA	-0.739450012923161	NA
"Rhodanthe pygmaea"	NA	NA	NA	NA	-0.445616210684851	NA
"Rhodanthe pyrethrum"	NA	NA	NA	NA	-0.942054204301695	NA
"Rhodanthe spicata"	NA	NA	NA	NA	-0.617440408231852	NA
"Rhodanthe stricta"	-1.53004440626256	NA	-0.0972999423871807	-0.773449892956227	-0.469247444357357	NA
"Rhodanthe stuartiana"	NA	NA	NA	NA	-0.749387443437289	NA
"Rhodanthe tietkensii"	NA	NA	NA	-0.540167107737058	-0.872440158968686	NA
"Rhodiola crenulata"	NA	1.0746379024678	-0.354625203010007	NA	NA	NA
"Rhodiola gelida"	-1.68772673664864	NA	0.442166187834881	NA	NA	NA
"Rhodiola heterodonta"	-1.46817057354706	NA	0.550831174022726	NA	-0.909025868037816	NA
"Rhodiola integrifolia"	-1.30261645807278	1.32921842831321	NA	-1.30183044504836	-0.895498342342959	NA
"Rhodiola linearifolia"	NA	NA	NA	NA	-0.93239803875265	NA
"Rhodiola pamiroalaica"	-1.63942538901551	0.238031782666774	-0.776992647510815	NA	NA	NA
"Rhodiola rosea var. rosea"	NA	NA	NA	NA	-0.895498342342959	NA
"Rhodiola stephanii"	NA	NA	NA	-1.13510094796739	NA	NA
"Rhodiola tibetica"	NA	NA	NA	-1.32825188601912	NA	NA
"Rhodocoma arida"	NA	NA	NA	NA	-0.646691889042693	NA
"Rhodocoma capensis"	NA	NA	NA	NA	-0.878000515117884	NA
"Rhodocoma fruticosa"	NA	NA	NA	NA	-0.604677612345582	NA
"Rhodocoma gigantea"	NA	NA	NA	NA	-0.511792780437057	NA
"Rhododendron adansonii"	NA	NA	NA	-0.759739486759544	NA	NA
"Rhododendron adenogynum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron albiflorum"	NA	NA	NA	0.0607505736938534	-0.927163797398986	NA
"Rhododendron amesiae"	NA	NA	NA	0.487184296964755	NA	NA
"Rhododendron anthopogon"	NA	0.142605521950586	1.37504619682408	NA	-0.956888912293694	NA
"Rhododendron anthopogonoides"	NA	NA	NA	-0.263538625450926	NA	NA
"Rhododendron arborescens"	NA	NA	NA	0.657664423876354	-0.652194754870759	NA
"Rhododendron arboreum"	NA	-0.717877119368804	0.624907494657775	1.16559568142948	NA	0.0921583351973473
"Rhododendron argyrophyllum"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron atlanticum"	NA	NA	NA	-0.456689563502659	-0.882319203963081	NA
"Rhododendron atrovirens"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron augustinii"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron aureum"	-0.26982184601039	-0.541369903862728	0.513384518491809	-0.759739486759544	NA	NA
"Rhododendron auriculatum"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron bachii"	NA	NA	NA	0.487184296964755	NA	NA
"Rhododendron balfourianum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron barbatum"	NA	NA	NA	1.20295753729586	NA	NA
"Rhododendron basilicum"	NA	NA	NA	0.862545758172596	NA	NA
"Rhododendron beesianum"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron brevinerve"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron calendulaceum"	NA	NA	NA	NA	-0.773353903876377	NA
"Rhododendron calophytum"	NA	NA	NA	0.79023422022164	NA	NA
"Rhododendron campanulatum"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron camtschaticum"	NA	NA	NA	-1.88582387038307	-0.951896076680714	NA
"Rhododendron camtschaticum var. glandulosum"	NA	NA	NA	NA	-0.961930939197247	NA
"Rhododendron canadense"	-0.32141864787534	NA	NA	0.657664423876354	-0.933834899568585	NA
"Rhododendron canescens"	-0.32141864787534	NA	NA	0.52128717337463	-0.922920701401841	NA
"Rhododendron carneum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron catawbiense"	NA	NA	0.729521247764406	NA	-0.926217842247785	NA
"Rhododendron caucasicum"	0.196668594515756	-0.38714201889975	0.818399061749988	-0.172532211525316	-0.946951481779566	NA
"Rhododendron cavaleriei"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron cephalanthum"	NA	NA	NA	-0.540167107737058	NA	NA
"Rhododendron cerasinum"	NA	NA	NA	0.487184296964755	NA	NA
"Rhododendron championiae"	NA	NA	NA	0.487184296964755	-0.904476846164462	NA
"Rhododendron chrysocalyx"	NA	NA	NA	0.111822835756914	NA	NA
"Rhododendron chunii"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron ciliicalyx"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron citriniflorum"	NA	NA	NA	-0.121459949462255	NA	NA
"Rhododendron clementinae"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron coeloneurum"	NA	NA	0.71873924033275	0.487184296964755	NA	NA
"Rhododendron coriaceum"	NA	NA	NA	0.862545758172596	NA	NA
"Rhododendron crinigerum"	NA	NA	NA	0.487184296964755	NA	NA
"Rhododendron dahuricum"	NA	NA	NA	-0.759739486759544	NA	NA
"Rhododendron dauricum"	NA	0.214389912605651	NA	-0.0154857454917061	NA	NA
"Rhododendron davidii"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron davidsonianum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron decorum"	NA	-1.40549217958062	NA	0.608023697065532	NA	NA
"Rhododendron decorum subsp. diaprepes"	NA	NA	NA	0.862545758172596	NA	NA
"Rhododendron delavayi"	NA	NA	NA	1.08211813719508	NA	NA
"Rhododendron dendricola"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron detonsum"	NA	NA	NA	0.487184296964755	NA	NA
"Rhododendron edgeworthii"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron emarginatum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron excellens"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron faberi"	NA	NA	NA	0.111822835756914	NA	NA
"Rhododendron farrerae"	NA	NA	NA	0.111822835756914	-0.913615688858144	NA
"Rhododendron fastigiatum"	NA	0.171157149484699	NA	-0.456689563502659	NA	NA
"Rhododendron ferrugineum"	NA	NA	NA	-0.426596704275097	-0.953388819375707	-0.155556195592886
"Rhododendron floccigerum"	NA	NA	NA	0.111822835756914	NA	NA
"Rhododendron formosanum"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron fortunei"	NA	-1.44978463634063	NA	0.926329055009727	-0.759521667490119	NA
"Rhododendron fulvum"	NA	NA	NA	0.862545758172596	NA	NA
"Rhododendron galactinum"	NA	NA	NA	0.79023422022164	NA	NA
"Rhododendron genestierianum"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron glischrum"	NA	NA	NA	0.862545758172596	NA	NA
"Rhododendron grande"	NA	NA	NA	0.983385158273373	NA	NA
"Rhododendron haematodes"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron haematodes subsp. chaetomallum"	NA	NA	NA	-0.0439662464284405	NA	NA
"Rhododendron hainanense"	NA	-1.15656059677095	NA	0.3313952147794	NA	NA
"Rhododendron hancockii"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron heliolepis"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron hemsleyanum"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron henryi"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron hippophaeoides"	NA	NA	NA	-0.0439662464284405	NA	NA
"Rhododendron hirsutum"	NA	NA	NA	-0.646535107048338	-0.955385940314477	-0.111957743847187
"Rhododendron hodgsonii"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron hongkongense"	NA	NA	NA	NA	-0.909025868037816	NA
"Rhododendron hyperythrum"	NA	NA	NA	NA	-0.904476846164462	NA
"Rhododendron indicum"	NA	NA	-0.347417938569786	NA	NA	NA
"Rhododendron irroratum"	NA	NA	NA	0.862545758172596	NA	NA
"Rhododendron kwangsiense"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron kwangtungense"	NA	NA	NA	0.232662235857691	NA	NA
"Rhododendron lacteum"	NA	NA	NA	0.862545758172596	NA	NA
"Rhododendron lapponicum"	-1.48028776722571	-0.290994891958369	0.862398453458334	-0.885679698060561	-0.956888912293694	NA
"Rhododendron latoucheae"	0.347357240653806	-1.15459723904664	0.799446295769224	0.487184296964755	NA	0.447573053660461
"Rhododendron lepidotum"	NA	NA	NA	-0.384378025551703	NA	NA
"Rhododendron leptothrium"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron levinei"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron liliiflorum"	NA	NA	NA	0.487184296964755	NA	NA
"Rhododendron lutescens"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron luteum"	0.405188352600459	NA	NA	0.487184296964755	NA	NA
"Rhododendron macrophyllum"	NA	NA	-0.645024458106171	0.559326579681133	-0.857350271918251	NA
"Rhododendron maculiferum"	NA	NA	NA	0.983385158273373	NA	NA
"Rhododendron maddenii"	NA	NA	NA	0.79023422022164	NA	NA
"Rhododendron mallotum"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron mariae"	0.380442289089018	-1.04766113375097	-0.303582797651467	0.111822835756914	NA	NA
"Rhododendron mariesii"	-0.304306761466269	-0.916231539124449	-0.531087011214495	0.221500742323101	NA	NA
"Rhododendron maximum"	1.03272846758217	-1.53130399240588	1.2829742599796	0.447156580577108	-0.530856203009367	0.13047174183364
"Rhododendron megacalyx"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron mekongense"	NA	NA	NA	0.0339124092561141	NA	NA
"Rhododendron micranthum"	NA	-0.654400796102348	NA	0.119084611919345	-0.904476846164462	NA
"Rhododendron microphyton"	NA	NA	NA	0.111822835756914	NA	NA
"Rhododendron minutiflorum"	NA	NA	NA	0.111822835756914	NA	NA
"Rhododendron molle"	NA	NA	NA	-0.0161712292776983	NA	NA
"Rhododendron moulmainense"	NA	NA	NA	NA	-0.909025868037816	NA
"Rhododendron mucronatum"	NA	NA	NA	0.111822835756914	NA	NA
"Rhododendron mucronulatum"	NA	NA	NA	-0.0439662464284405	-0.909025868037816	NA
"Rhododendron myrtifolium"	NA	NA	0.263873317840716	-0.699578491847174	NA	NA
"Rhododendron neriiflorum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron nudiflorum"	NA	NA	-0.971219545656578	NA	-0.922920701401841	NA
"Rhododendron nuttallii"	NA	NA	NA	0.983385158273373	NA	NA
"Rhododendron occidentale"	NA	NA	NA	0.338567930483013	-0.895053525634304	NA
"Rhododendron ochraceum"	NA	NA	NA	0.487184296964755	NA	NA
"Rhododendron orbiculare"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron oreodoxa"	NA	NA	NA	0.79023422022164	NA	NA
"Rhododendron oreotrephes"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron ovatum"	-0.304306761466269	-1.25286688789694	0.103902152694626	0.299421782660962	NA	NA
"Rhododendron pachypodum"	NA	NA	NA	-0.0439662464284405	NA	NA
"Rhododendron pachytrichum"	NA	NA	NA	0.79023422022164	NA	NA
"Rhododendron parviflorum"	NA	NA	NA	-0.512029240230688	NA	NA
"Rhododendron periclymenoides"	NA	NA	NA	0.338567930483013	NA	NA
"Rhododendron phaeochrysum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron phaeochrysum var. agglutinatum"	NA	-1.51789561311724	NA	NA	NA	NA
"Rhododendron pingianum"	NA	NA	NA	0.862545758172596	NA	NA
"Rhododendron platypodum"	NA	NA	NA	0.79023422022164	NA	NA
"Rhododendron polylepis"	NA	NA	NA	0.487184296964755	NA	NA
"Rhododendron ponticum"	0.254152217979731	-1.30910999108202	1.20544324336185	0.413012887287651	-0.931919980248864	NA
"Rhododendron praecox"	NA	NA	NA	-0.0439662464284405	NA	NA
"Rhododendron praestans"	NA	NA	NA	0.983385158273373	NA	NA
"Rhododendron praevernum"	NA	NA	NA	0.79023422022164	NA	NA
"Rhododendron primuliflorum"	NA	NA	NA	0.111822835756914	NA	NA
"Rhododendron protistum"	NA	NA	NA	0.983385158273373	NA	NA
"Rhododendron przewalskii"	NA	-1.00464837996325	NA	0.3313952147794	NA	NA
"Rhododendron pseudochrysanthum"	NA	NA	NA	NA	-0.904476846164462	NA
"Rhododendron pulchrum"	NA	NA	NA	0.111822835756914	NA	NA
"Rhododendron purdomii"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron racemosum"	NA	NA	NA	-0.263538625450926	NA	NA
"Rhododendron redowskianum"	NA	NA	NA	-1.88582387038307	NA	NA
"Rhododendron rex"	NA	NA	NA	0.983385158273373	NA	NA
"Rhododendron rigidum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron ririei"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron rivulare"	NA	NA	NA	0.706756675987241	NA	NA
"Rhododendron roxieanum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron rubiginosum"	NA	NA	NA	0.983385158273373	-0.93239803875265	NA
"Rhododendron rufohirtum"	NA	NA	NA	0.111822835756914	NA	NA
"Rhododendron rufum"	NA	NA	NA	0.79023422022164	NA	NA
"Rhododendron saluenense"	NA	NA	NA	-0.263538625450926	NA	NA
"Rhododendron sanguineum"	NA	NA	NA	-0.263538625450926	NA	NA
"Rhododendron sanguineum var. didymoides"	0.899973648882254	NA	NA	1.73410808068905	NA	NA
"Rhododendron sargentianum"	NA	NA	NA	-0.456689563502659	NA	NA
"Rhododendron scabrifolium"	NA	NA	NA	0.111822835756914	NA	NA
"Rhododendron schlippenbachii"	NA	NA	NA	0.608023697065532	NA	NA
"Rhododendron seniavinii"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron serotinum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron siderophyllum"	NA	NA	NA	0.3313952147794	NA	NA
"Rhododendron simiarum"	NA	NA	NA	0.706756675987241	-0.776871179516043	NA
