"","sp_richn","fdis","fmpd","fnnd","feve","fric","fdiv","fori","fspe","fide_PC1","fide_PC2","fide_PC3","fide_PC4"
"k_3_cluster_1",172,0.417069445421367,0.424475237993223,0.229015611026816,0.784752,0.283891607136577,0.781095792521683,0.220020012393708,0.401479481442164,0.125754702687992,0.0188032211772618,-0.0155619939710508,-0.0078715163909606
"k_3_cluster_2",87,0.469822012651201,0.476244900544443,0.287612206546589,0.770962,0.28293052659225,0.741728421584323,0.272546976454724,0.563857867126994,-0.205572360462615,0.0710672944380484,-0.0152230844475592,-0.0376983209673589
"k_3_cluster_3",101,0.304255034223621,0.319504654389917,0.196945277833805,0.781576,0.0857517688189006,0.693540564566912,0.183236739599797,0.336163666616584,-0.0370793416048227,-0.0932377094910816,0.0396145674253306,0.0458777697366876
