"","Maximumverticalheight","Numberoffertilestamens","Numberofovulesperfunctionalcarpel","Numberofstructuralcarpels","Fusionofovaries","flowerSize","seedMass","Woodiness","Climbing","Aquatic","SexualSystem","Lifespan","Mating","Pollination","DispersalMode","DispersalDist","OvaryPosition","FloralReward","FlowerSymmetry","Showiness"
"Coriaria_ruscifolia",0.0328540784407074,0.296915853911674,-0.784439733353737,1.41391005920792,-0.693906872965078,-1.41949379753292,-0.690286448930658,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","abiotic","abiotic","long","superior","none","actinomorphic","bright_dull"
"Cornus_florida",1.36396794809515,-0.579808862748757,-0.290218028845282,-0.207706406637194,0.37479017189511,0.127462820139255,0.846623194848055,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior","nectar_other","actinomorphic","bright_dull"
"Corokia_cotoneaster",0.267251595694639,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.345104142871216,-0.594531084327043,0.451188918810935,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior","nectar_other","actinomorphic","bright"
"Corrigiola_litoralis",-1.46456747637015,-0.366300791570949,0.312099709251464,0.0384931216028799,-1.07388804447092,-1.61214989860273,-0.738109975822456,"herbaceous","non-climbing","non-aquatic","bisexual","short","selfing","biotic","abiotic_autonomous","long_short","intermediate","nectar","actinomorphic","bright"
"Costus_woodsonii",1.06866200051532,-1.906242153714,0.528893481370741,0.0384931216028799,0.380727377699889,0.725907330355786,0.204013424916294,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior","nectar_pollen","zygomorphic","bright"
"Cucurbita_pepo",-0.663157071549464,-1.02951743705357,-0.125505191243414,0.0384931216028799,0.410413406723782,-0.222604777099855,0.949299796491351,"herbaceous","climbing","non-aquatic","monoecious","short","outcrossing","biotic","abiotic","long","inferior","nectar","actinomorphic","bright"
"Cupaniopsis_anacardioides",0.43355928085105,0.0834077827338659,-0.784439733353737,0.0384931216028799,0.410413406723782,-0.415260878169663,1.01076609331803,"woody","non-climbing","non-aquatic","bisexual_monoecious","long","outcrossing","biotic","biotic","long","superior","nectar_pollen","other","bright_dull"
"Curculigo_latifolia",-0.663157071549464,-0.191851995287345,-0.293329584850872,-0.101671775210413,0.321355319652101,0.00391342588948757,0.841208269891673,"herbaceous_woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior","nectar_pollen","actinomorphic","bright"
"Cuscuta_cuspidata",-0.768556326379979,-0.366300791570949,-0.370129232592074,-0.570138569082411,0.410413406723782,-1.72743728791759,-0.49440279836839,"herbaceous","climbing","non-aquatic","bisexual","short","mixed","abiotic","abiotic","long","superior","none","actinomorphic","bright"
"Cuttsia_viburnea",1.19766026293874,-0.366300791570949,2.93077626838773,0.805278368522632,-0.616723197502954,-0.222604777099855,-1.52958444675533,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic_autonomous","long_short","superior","pollen","actinomorphic","bright"
"Cyclanthus_bipartitus",0.0328540784407074,-0.191851995287345,-0.0782414926435583,-0.206115186506969,-0.112060704096754,-0.638652363174125,0.297372882083491,"woody","non-climbing","non-aquatic","monoecious","long","outcrossing","biotic","biotic","long","superior","pollen","actinomorphic","bright"
"Cymodocea_nodosa",-0.663157071549464,-1.24302550823138,-0.784439733353737,-0.570138569082411,-2.55818949566563,-0.914456768688157,-0.348918792893954,"herbaceous","non-climbing","aquatic","dioecious_monoecious","long","outcrossing","abiotic","autonomous_biotic","long_short","superior","none","actinomorphic","dull"
"Cypripedium_calceolus",-0.829464756705876,-1.24302550823138,1.45134903769418,0.0384931216028799,0.410413406723782,1.5453177869531,-2.20255473272477,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","inferior","pollen","zygomorphic","bright_dull"
"Cyrilla_racemiflora",0.96326274568481,-0.366300791570949,-0.370129232592074,-0.570138569082411,0.410413406723782,-0.821049287316386,0.233515393399961,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","superior","nectar","actinomorphic","bright"
"Dalechampia_spathulata",0.161852340864124,0.960132499394297,-0.00595319289537769,0.0384931216028799,-0.0942490866824179,-0.233039087038182,0.121218750016103,"woody","non-climbing","non-aquatic","monoecious","long","outcrossing","biotic","autonomous","short","superior","other","zygomorphic","bright"
"Dalzellia_ceylanica",-3.03007886327853,-0.855068640769968,1.02872394425914,0.0384931216028799,0.410413406723782,-1.61214989860273,-1.27529953820147,"herbaceous","non-climbing","aquatic_non-aquatic","bisexual","long","selfing","autonomous","abiotic","long","superior","pollen","actinomorphic","bright_dull"
"Daphniphyllum_macropodum",1.36396794809515,0.196104872174067,-0.370129232592074,-0.570138569082411,0.410413406723782,-1.05544091010373,0.589331582253694,"woody","non-climbing","non-aquatic","dioecious","long","outcrossing","abiotic","biotic","long","superior","none","actinomorphic","dull"
"Datisca_glomerata",-0.133453606715704,0.053030013357922,0.335376514830682,-0.380925783274272,0.00668341199882223,-0.594531084327043,-1.28194700432551,"herbaceous","non-climbing","non-aquatic","bisexual","long","mixed","abiotic","abiotic","long","inferior","none","actinomorphic","dull"
"Davidsonia_jerseyana",0.96326274568481,0.196104872174067,0.286537374770164,-0.570138569082411,0.351041348675995,-0.821049287316386,1.05284273783414,"woody","non-climbing","non-aquatic","bisexual","long","selfing","biotic","biotic","long","superior","nectar","actinomorphic","bright"
"Davilla_kunthii",-0.166703314639004,2.15880036799785,-0.370129232592074,-1.61060131658324,-0.402983788530916,0.284874316308556,0.306741711295575,"herbaceous","climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior_superior","pollen","actinomorphic","bright"
"Denhamia_celastroides",0.75707059831113,-0.366300791570949,0.0441812681695879,0.0384931216028799,0.410413406723782,0.568495834186485,0.626817928271056,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","superior","pollen","actinomorphic","bright"
"Diapensia_lapponica",-2.62937366086818,-0.366300791570949,1.83480146141827,0.0384931216028799,0.410413406723782,-0.140316548176278,-0.938648287019269,"woody","non-climbing","non-aquatic","bisexual","long","mixed","biotic","autonomous","short","superior","nectar","actinomorphic","bright"
"Diospyros_australis",1.36396794809515,0.618859005854795,-0.370129232592074,0.470324178418419,-0.0556572489513554,-1.80480599967253,0.918248252674638,"woody","non-climbing","non-aquatic","dioecious","long","outcrossing","biotic","biotic","long","superior","nectar_other_pollen","actinomorphic","bright"
"Dipterocarpus_tempehes",1.83276298260302,1.34808936685571,0.631225618677403,-0.0173414799033549,-0.100186292487197,1.2333864237642,0.692983476605584,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","superior","pollen","actinomorphic","bright"
"Discaria_americana",-0.367851123969636,-0.467111773308557,-0.784439733353737,0.269884151329963,0.232297232580418,-0.663637791147085,-0.254021748511079,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","autonomous","short","intermediate","nectar_other_pollen","actinomorphic","bright"
"Drosophyllum_lusitanicum",-0.428759554295533,0.296915853911674,1.03818304546298,0.805278368522632,0.410413406723782,0.634941913547665,-0.120773856637053,"woody","non-climbing","non-aquatic","bisexual","long","mixed","biotic","autonomous","short","superior","nectar_other_pollen","actinomorphic","bright"
"Dryas_octopetala",-0.768556326379979,2.97340880575275,-0.784439733353737,1.19873902484727,-2.55818949566563,0.725907330355786,-0.604831013645315,"woody","non-climbing","non-aquatic","bisexual","long","mixed","biotic","abiotic","long","superior","nectar_pollen","actinomorphic","bright"
"Durio_zibethinus",1.49296621051857,2.01130601233833,0.286537374770164,0.805278368522632,0.410413406723782,1.24922857332659,2.36046729615338,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","superior","nectar","actinomorphic","bright"
"Eriocaulon_parkeri",-1.46456747637015,-0.579808862748757,0.0404133168489464,-0.570138569082411,0.184799586142187,-1.61214989860273,-0.525067450272346,"herbaceous","non-climbing","non-aquatic","monoecious","long_short","selfing","biotic","abiotic","long","superior","pollen","actinomorphic","bright"
"Eriogonum_arborescens",0.0328540784407074,0.196104872174067,-0.784439733353737,0.0384931216028799,0.285732084823428,-1.33720556860934,-0.639770149863919,"woody","non-climbing","non-aquatic","bisexual","long","mixed","biotic","abiotic","long","superior","nectar_other","actinomorphic","bright"
"Eryngium_alpinum",-0.829464756705876,-0.366300791570949,-0.527449098244292,-0.570138569082411,0.285732084823428,-1.61214989860273,-0.0331795211402845,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior","nectar_other","actinomorphic","bright"
"Erythroxylum_laurifolium",0.50164911294857,0.296915853911674,-0.537267855677514,-0.0199629364065184,0.345104142871216,-0.855609169794274,0.542457852819344,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","superior","nectar_other","actinomorphic","bright"
"Eschscholzia_californica",-1.01758995217977,0.935907930423607,0.645058923285503,-0.570138569082411,0.410413406723782,0.974284243333207,-0.386228117083801,"herbaceous","non-climbing","non-aquatic","bisexual","long_short","outcrossing","biotic","autonomous","short","superior","pollen","other","bright"
"Eucalyptus_cladocalyx",1.68747926555523,3.12423123212577,0.909039043249378,0.269884151329963,-0.023002617025072,0.127462820139255,-0.0474975161685451,"woody","non-climbing","non-aquatic","bisexual","long","mixed","biotic","abiotic","long","inferior","nectar","actinomorphic","bright"
"Eupomatia_bennettii",-0.133453606715704,0.141414594912295,-0.131770421464198,0.516036448040415,0.410413406723782,0.858996854018345,0.333702856147518,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior","other","actinomorphic","bright"
"Eupomatia_laurina",0.75707059831113,2.01130601233833,-0.127773125991498,3.96373196202027,0.410413406723782,0.624216646094099,0.300630568644422,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior","other","actinomorphic","bright"
"Fagus_grandifolia",1.49296621051857,0.388110479675146,-0.370129232592074,0.0384931216028799,-0.293145481142508,-0.677181652736911,1.1268551719053,"woody","non-climbing","non-aquatic","monoecious","long","outcrossing","abiotic","biotic","long","inferior","none_pollen","actinomorphic","dull"
"Filipendula_vulgaris",-0.526501804358964,1.17364057057211,-0.370129232592074,1.687587559789,-2.55818949566563,-0.0651932809305539,-0.507669686387111,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","abiotic_biotic","biotic","long","superior","none_pollen","actinomorphic","bright"
"Floerkea_proserpinacoides",-1.375453676164,-0.191851995287345,-0.784439733353737,-0.235184378978198,0.380727377699889,0.650784063110062,-0.127127743435065,"herbaceous","non-climbing","non-aquatic","bisexual","short","selfing","autonomous","autonomous","short","superior","other","actinomorphic","bright_dull"
"Fumana_ericoides",-1.06386227395981,1.31565170569284,0.606629319012905,-0.570138569082411,0.143239145508735,0.260552343801814,-0.244030459834394,"woody","non-climbing","non-aquatic","bisexual","long","selfing","biotic","autonomous","short","inferior","pollen","actinomorphic","bright"
"Galium_aparine",-0.406704193570098,-0.579808862748757,-0.784439733353737,-0.570138569082411,0.410413406723782,0.260552343801814,0.139063765872768,"herbaceous","non-climbing","non-aquatic","bisexual","short","selfing","biotic","biotic","long","inferior","other","actinomorphic","bright"
"Gelsemium_sempervirens",0.532905125308555,-0.366300791570949,0.0441812681695879,-0.570138569082411,0.410413406723782,0.650784063110062,0.255512010316683,"herbaceous","climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","superior","other","actinomorphic","bright"
"Gentiana_saponaria",-0.792155333972881,-0.366300791570949,-0.151992591221058,-0.570138569082411,0.410413406723782,0.918563431425594,-0.124636012459504,"herbaceous","non-climbing","non-aquatic","bisexual","long","mixed","biotic","abiotic","long","superior","nectar","actinomorphic","bright"
"Geranium_sanguineum",-1.06386227395981,0.296915853911674,-0.370129232592074,0.805278368522632,0.410413406723782,0.754217175666762,0.133192127468128,"herbaceous","non-climbing","non-aquatic","bisexual","long","mixed","biotic","autonomous","short","superior","nectar","actinomorphic","bright"
"Gerbera_jamesonii",-0.934864011536391,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.410413406723783,0.995603176544007,-0.293508988998958,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","inferior","nectar","zygomorphic","bright"
"Gesneria_cuneifolia",-1.46456747637015,-0.223560419394226,0.981889593381034,-0.570138569082411,0.32729252545688,0.568495834186485,-1.64808863171875,"woody","non-climbing","non-aquatic","bisexual","long","mixed","biotic","biotic","short","superior","nectar","zygomorphic","bright"
"Gomortega_keule",1.36396794809515,0.0834077827338659,-0.784439733353737,-0.570138569082411,0.410413406723782,-0.663637791147085,0.993835230516688,"woody","non-climbing","non-aquatic","bisexual","long","mixed","biotic","biotic","long","inferior","nectar_pollen","actinomorphic","bright_dull"
"Gonocaryum_litorale",1.28677406314489,-0.366300791570949,-0.370129232592074,-0.570138569082411,0.410413406723782,-0.738761058392809,0.764783264793505,"woody","non-climbing","non-aquatic","dioecious","long","outcrossing","biotic","biotic","long","superior","nectar","actinomorphic","bright_dull"
"Gossypium_hirsutum",-0.133453606715704,2.28656579035954,0.591869959133281,0.269884151329963,0.410413406723782,1.45744136423488,0.821471560667731,"woody","non-climbing","non-aquatic","bisexual","long_short","mixed","biotic","abiotic","long","superior","nectar","actinomorphic","bright"
"Grewia_occidentalis",0.267251595694639,2.24376162080037,-0.784439733353737,0.470324178418419,0.410413406723782,0.725907330355786,0.712185403659099,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","superior","nectar","actinomorphic","bright"
"Griselinia_racemosa",0.0328540784407074,-0.366300791570949,-0.632113859190971,0.0384931216028799,0.410413406723782,-0.344936874258525,0.226595049085243,"woody","non-climbing","non-aquatic","dioecious","long","outcrossing","biotic","biotic","long","inferior","nectar_pollen","actinomorphic","bright"
"Gyrocarpus_americanus",1.49296621051857,-0.579808862748757,-0.784439733353737,-1.61060131658324,-0.147683938925427,-1.86052681158015,1.21599707522886,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","abiotic","abiotic","long","inferior","none","actinomorphic","bright_dull"
"Hamamelis_virginiana",0.562557543274467,-0.579808862748757,-0.784439733353737,-0.570138569082411,0.410413406723782,0.375839733116676,0.864566160910286,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","autonomous","short","intermediate","nectar_pollen","actinomorphic","bright"
"Hanguana_malayana",0.267251595694639,-0.191851995287345,-0.784439733353737,0.0384931216028799,0.410413406723782,-0.489368602833944,0.323323260443513,"herbaceous","non-climbing","non-aquatic","dioecious","long","outcrossing","biotic","biotic","long","superior","nectar_pollen","actinomorphic","bright"
"Haumania_danckelmaniana",0.667956798104982,-1.906242153714,-0.20228632366378,0.0384931216028799,0.351041348675995,-0.0299486760300464,0.351024780474269,"woody","climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior","nectar_pollen","zygomorphic","bright"
"Hedychium_gardnerianum",0.138253333271222,-1.906242153714,-0.0516700291699787,0.0384931216028799,0.380727377699889,1.57272875354974,0.273136505013251,"herbaceous","non-climbing","non-aquatic","bisexual","long","selfing","biotic","biotic","long","inferior","nectar","zygomorphic","bright"
"Helianthus_annuus",0.0328540784407074,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.410413406723782,0.458127962040253,0.564579555596861,"herbaceous","non-climbing","non-aquatic","bisexual","short","mixed","biotic","autonomous","short","inferior","nectar_pollen","actinomorphic_zygomorphic","bright"
"Heliconia_irrasa",-0.133453606715704,-0.366300791570949,-0.784439733353737,0.0384931216028799,0.380727377699889,1.28760702169376,0.217984626059728,"herbaceous","non-climbing","non-aquatic","bisexual","long","selfing","biotic","biotic","long","inferior","nectar","zygomorphic","bright"
"Herniaria_glabra",-1.29825979121374,-0.366300791570949,0.732429258539207,-0.153302721148596,-0.361423347897465,-1.86052681158015,-1.1498465408487,"herbaceous","non-climbing","non-aquatic","bisexual","long_short","selfing","biotic","abiotic_autonomous","long_short","superior","nectar","actinomorphic","dull"
"Hevea_brasiliensis",1.36396794809515,0.296915853911674,-0.784439733353737,0.0384931216028799,0.410413406723782,-0.816743179002785,1.90508160900783,"woody","non-climbing","non-aquatic","monoecious","long","mixed","biotic","biotic","long","intermediate","nectar_pollen","actinomorphic","bright_dull"
"Hirtella_physophora",0.702814886514383,-0.191851995287345,-0.47390632428018,-0.0211041337750508,0.371821568992721,0.375839733116676,0.80728419042013,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior","nectar_pollen","zygomorphic","bright"
"Hordeum_bulbosum",-0.397503541935547,-0.855068640769968,-0.784439733353737,-0.570138569082411,0.321355319652101,0.260552343801814,0.205505955424169,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","abiotic","biotic","long","superior","none","zygomorphic","dull"
"Hydnocarpus_heterophyllus",1.36396794809515,1.21116770844482,-0.52979915777585,0.470324178418419,0.410413406723782,0.183183632046868,1.02093239168684,"woody","non-climbing","non-aquatic","dioecious","long","outcrossing","biotic","biotic","long","superior","nectar","actinomorphic","bright_dull"
"Hydrastis_canadensis",-1.01758995217977,1.90605502557792,-0.370129232592074,1.95429952375936,-2.55818949566563,0.00391342588948757,0.0483416187555366,"herbaceous","non-climbing","non-aquatic","bisexual","long","mixed","biotic","biotic","long","superior","nectar_pollen","actinomorphic","bright"
"Hydrocotyle_vulgaris",-1.56996673120067,-0.366300791570949,0.175343543000278,-0.570138569082411,0.410413406723782,-1.86052681158015,-0.707316544314594,"herbaceous","non-climbing","non-aquatic","bisexual","long","selfing","autonomous_biotic","abiotic","long","inferior","none","actinomorphic","bright"
"Hydrophyllum_capitatum",-1.11416315147397,-0.366300791570949,-0.451085196108252,-0.122138536759033,0.351041348675995,-0.530548267484526,0.0445738390283209,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","superior","nectar_pollen","actinomorphic","bright"
"Hypericum_perforatum",-0.663157071549464,1.83685721605473,1.24853656649552,0.0384931216028799,0.410413406723782,0.320118921209063,-1.05919840305325,"herbaceous","non-climbing","non-aquatic","bisexual","long","selfing","biotic","abiotic","long","superior","pollen","actinomorphic","bright"
"Ilex_opaca",1.09226100810823,-0.579808862748757,-0.565861894670523,0.470324178418419,0.410413406723782,-0.470981690077276,0.326741630191538,"woody","non-climbing","non-aquatic","dioecious","long","outcrossing","biotic","biotic","long","superior","nectar","actinomorphic","bright_dull"
"Impatiens_capensis",-0.339645754089385,-0.366300791570949,-0.784439733353737,0.805278368522632,0.410413406723782,0.808195559279363,0.0652434652347144,"herbaceous","non-climbing","non-aquatic","bisexual","short","mixed","biotic","autonomous","short","superior","nectar","zygomorphic","bright"
"Ipomoea_alba",0.96326274568481,-0.366300791570949,0.177559458371619,-0.570138569082411,-0.159558350534985,1.67441943781143,0.841149810589211,"herbaceous","climbing","non-aquatic","bisexual","long_short","selfing","biotic","biotic","long","superior","nectar","actinomorphic","bright"
"Iris_versicolor",-0.595067239451945,-0.855068640769968,1.42791619533356,0.0384931216028799,-0.023002617025072,1.94059848513654,0.287131599032112,"herbaceous","non-climbing","non-aquatic","bisexual","long","mixed","autonomous_biotic","abiotic","long","inferior","nectar","actinomorphic","bright"
"Irvingbaileya_australis",0.957649316390176,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.410413406723782,-0.992386455175395,1.07164855932702,"woody","non-climbing","non-aquatic","dioecious","long","outcrossing","biotic","biotic","long","superior","nectar","actinomorphic","bright"
"Juglans_mandshurica",1.19766026293874,1.21116770844482,-0.784439733353737,-0.570138569082411,-0.601880182991007,-0.631024035202489,2.16464746394389,"woody","non-climbing","non-aquatic","monoecious","long","outcrossing","abiotic","biotic","long","inferior","none","actinomorphic","dull"
"Jumellea_fragrans",-1.06386227395981,-1.24302550823138,0.84279574402832,0.0384931216028799,0.131364733899177,0.974284243333207,-1.04153413230518,"herbaceous","non-climbing","non-aquatic","bisexual","long","mixed","biotic","abiotic","long","inferior","nectar","zygomorphic","bright"
"Juncus_effusus",-0.440111021002713,-0.855068640769968,0.530043918815149,0.0384931216028799,-0.266428055021004,-0.492111133946063,-1.64808863171875,"herbaceous","non-climbing","non-aquatic","bisexual","short","mixed","abiotic","biotic","long","superior","none","actinomorphic","dull"
"Kalanchoe_daigremontiana",-0.133453606715704,0.0834077827338659,2.12500099179466,0.470324178418419,-1.96446891518775,0.725907330355786,-1.64808863171875,"herbaceous","non-climbing","non-aquatic","bisexual","long_short","selfing","biotic","abiotic","long","intermediate_superior","nectar","actinomorphic","bright"
"Kalmia_latifolia",0.562557543274467,0.296915853911674,1.1430539642754,0.331440437617533,0.410413406723782,0.666340752948536,-1.64808863171875,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","superior","nectar","actinomorphic","bright"
"Kielmeyera_regalis",0.172681639156438,0.413447336578182,0.900025806812278,0.055834053746164,0.250108849994755,1.67441943781143,-0.258140728206462,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","superior","pollen","actinomorphic","bright"
"Kirengeshoma_palmata",-0.339645754089385,0.684872721373086,0.362394331507446,0.379387626183995,0.0601182642418316,0.932268051350122,-0.342849805640746,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","inferior","nectar","actinomorphic","bright"
"Kirkia_wilmsii",1.06866200051532,-0.467111773308557,-0.518704669019254,0.64712481228817,0.410413406723782,-0.222604777099855,0.266368972943201,"woody","non-climbing","non-aquatic","dioecious","long","outcrossing","biotic","abiotic","long","superior","nectar","actinomorphic","bright"
"Lactoris_fernandeziana",-0.133453606715704,-0.191851995287345,0.286537374770164,0.0384931216028799,-2.55818949566563,-1.01370538838619,-0.1842144910712,"woody","non-climbing","non-aquatic","bisexual","long","mixed","abiotic","abiotic_autonomous","long_short","superior","none","actinomorphic","dull"
"Lantana_camara",-0.339645754089385,-0.579808862748757,-0.390451277205346,-1.00196962589795,0.226360026775639,-0.594531084327043,0.199790324208011,"woody","non-climbing","non-aquatic","bisexual","long","selfing","biotic","biotic","long","superior","nectar","zygomorphic","bright"
"Lapageria_rosea",0.834264483261393,-0.191851995287345,2.13412672180017,0.0384931216028799,0.410413406723782,1.51700794164213,-0.085237860033319,"woody","climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","inferior_superior","nectar","actinomorphic","bright"
"Larrea_tridentata",-0.0961441839827093,0.296915853911674,0.476658389287133,0.805278368522632,-0.0111282054155143,0.568495834186485,0.0396238514265544,"woody","non-climbing","non-aquatic","bisexual","long","mixed","biotic","biotic","long","inferior_superior","nectar_pollen","actinomorphic","bright"
"Lemna_minor",-1.99427094120391,-1.24302550823138,-0.784439733353737,-1.61060131658324,-0.756247533915257,-2.40325050988907,-0.686994733199994,"herbaceous","non-climbing","aquatic","bisexual","short","selfing","biotic","abiotic","long","superior","none","zygomorphic","dull"
"Lepidobotrys_staudtii",0.834264483261393,0.296915853911674,-0.370129232592074,0.0384931216028799,0.380727377699889,-0.621513684292647,0.411601132049247,"woody","non-climbing","non-aquatic","dioecious","long","outcrossing","biotic","autonomous","short","superior","other","actinomorphic","bright"
"Limnanthes_douglasii",-0.751468518527054,0.296915853911674,-0.16314336112393,0.805278368522632,0.291669290628207,0.666340752948536,0.0689614030538051,"herbaceous","non-climbing","non-aquatic","bisexual","short","outcrossing","biotic","abiotic","long","superior","nectar","actinomorphic","bright"
"Linum_perenne",-0.663157071549464,-0.366300791570949,-0.370129232592074,0.805278368522632,0.410413406723782,0.858996854018345,-0.406392476088686,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","superior","nectar","actinomorphic","bright"
"Liparis_loeselii",-1.54729341701353,-1.906242153714,0.766455862484208,0.0384931216028799,-0.230804820192331,-0.180480670245416,-2.52364315995557,"herbaceous","non-climbing","non-aquatic","bisexual","long","selfing","abiotic_autonomous","abiotic","long","inferior","none","zygomorphic","dull"
"Liriodendron_chinense",1.7646731505055,2.01130601233833,-0.370129232592074,5.51187606981194,-2.55818949566563,0.858996854018345,0.414596993412358,"woody","non-climbing","non-aquatic","bisexual","long","mixed","biotic","abiotic_autonomous","long_short","superior","nectar","actinomorphic","dull"
"Loasa_heterophylla",-0.631840284018906,-0.115265582520428,0.333857462717275,0.17911430104146,0.187768189044577,0.496506410407416,-0.572124883845797,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","inferior","nectar","actinomorphic","bright"
"Lobelia_angulata",-1.27005442133349,-0.366300791570949,0.518649902718969,-0.570138569082411,0.205579806458913,0.0364974033311341,-1.24292014718401,"herbaceous","non-climbing","non-aquatic","bisexual_dioecious","long","outcrossing","biotic","abiotic","long","inferior","nectar","zygomorphic","bright"
"Ludwigia_adscendens",-1.46456747637015,0.296915853911674,0.419915564972195,0.805278368522632,-0.0764374692680815,0.725907330355786,-0.668324749847198,"herbaceous","non-climbing","aquatic","bisexual","long","outcrossing","biotic","abiotic","long","inferior","nectar","actinomorphic","bright"
"Lythrum_salicaria",-0.0961441839827093,0.471364650195278,0.853077118082861,-0.570138569082411,0.410413406723782,0.284874316308556,-1.28194700432551,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","superior","nectar_pollen","actinomorphic","bright"
"Malesherbia_linearifolia",-0.367851123969636,-0.366300791570949,1.04940823367059,0.0384931216028799,0.410413406723782,0.568495834186485,-0.430308713081859,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","abiotic","long","superior","nectar","actinomorphic","bright"
"Malpighia_emarginata",0.75707059831113,0.296915853911674,-0.784439733353737,0.0384931216028799,0.410413406723782,0.477530417378364,0.413569971516034,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","superior","other","zygomorphic","bright"
"Manihot_esculenta",0.562557543274467,0.296915853911674,-0.784439733353737,0.0384931216028799,0.410413406723782,-1.61214989860273,0.879503543968628,"herbaceous","non-climbing","non-aquatic","monoecious","long","outcrossing","biotic","biotic","short","superior","nectar_pollen","actinomorphic","bright"
"Manilkara_zapota",1.7646731505055,-0.275106165807477,-0.784439733353737,1.64530108893501,0.410413406723782,0.284874316308556,0.910466133887909,"woody","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","biotic","long","superior","nectar_pollen","actinomorphic","bright"
"Mappia_nimmoniana",1.19766026293874,-0.855068640769968,-0.370129232592074,-1.61060131658324,-0.00519099961073534,-0.415260878169663,0.709057594166548,"woody","non-climbing","non-aquatic","bisexual","long","mixed","biotic","biotic","long","superior","nectar_pollen","actinomorphic","bright"
"Marathrum_rubrum",-1.46456747637015,0.0834077827338659,3.30750494855865,-0.570138569082411,0.410413406723782,-0.821049287316386,-1.08145101621826,"herbaceous","non-climbing","aquatic","bisexual","short","selfing","abiotic","abiotic","long","superior","none","actinomorphic","bright_dull"
"Mayaca_fluviatilis",-0.663157071549464,-0.855068640769968,-0.370129232592074,0.0384931216028799,0.410413406723782,-0.222604777099855,-0.409845714195871,"herbaceous","non-climbing","aquatic_non-aquatic","bisexual","long","selfing","autonomous","abiotic","long","superior","nectar","actinomorphic","bright"
"Mazus_pumilus",-1.69896499362408,-0.579808862748757,2.32939363022007,-0.570138569082411,0.410413406723782,-0.530548267484526,-1.85067287398612,"herbaceous","non-climbing","non-aquatic","bisexual","short","selfing","biotic","abiotic","long","superior","pollen","zygomorphic","bright"
"Medicago_sativa",-0.616884749769426,0.296915853911674,0.834226065733858,0.118524362400488,0.321355319652101,0.260552343801814,-0.269025792988649,"herbaceous","non-climbing","non-aquatic","bisexual","long","outcrossing","biotic","autonomous","short","superior","nectar_pollen","zygomorphic","bright"
