Angiospermae,Amborella_trichopoda,Sesamum_indicum
Mesangiospermae,Piper_amalago,Sesamum_indicum
Magnoliidae,Piper_amalago,Sextonia_rubra
Monocotyledoneae,Acorus_calamus,Oryza_sativa
Eudicotyledoneae,Eschscholzia_californica,Sesamum_indicum
