"order","family","genus","n","n_dio","diff."
"Rosales","Urticaceae","Myriocarpa",18,15,3
"Rosales","Urticaceae","Neraudia",5,5,0
"Rosales","Urticaceae","Phenax",12,2,10
"Rosales","Urticaceae","Pilea",250,100,150
"Rosales","Urticaceae","Pipturus",30,15,15
"Rosales","Urticaceae","Poikilospermum",20,10,10
"Rosales","Urticaceae","Pourouma",30,30,0
"Rosales","Urticaceae","Pouzolzia",70,10,60
"Rosales","Urticaceae","Procris",20,10,10
"Rosales","Urticaceae","Sarcochlamys",1,1,0
"Rosales","Urticaceae","Sarcopilea",1,1,0
"Rosales","Urticaceae","Touchardia",1,1,0
"Rosales","Urticaceae","Urera",35,18,17
"Rosales","Urticaceae","Urtica",80,40,40
"Balanophorales","Balanophoraceae","Balanophora",16,16,0
"Balanophorales","Balanophoraceae","Dactylanthus",1,1,0
"Balanophorales","Balanophoraceae","Hachettea",1,1,0
"Balanophorales","Balanophoraceae","Langsdorffia",3,1,2
"Balanophorales","Balanophoraceae","Rhopalocnemis",1,1,0
"Balanophorales","Balanophoraceae","Sarcophyte",2,2,0
"Balanophorales","Balanophoraceae","Thonningia",1,1,0
"santalales","Loranthaceae","Barathranthus",2,1,1
"santalales","Loranthaceae","Cladocolea",23,10,13
"santalales","Loranthaceae","Ileostylus",1,1,0
"santalales","Loranthaceae","Oryctanthus",10,1,9
"santalales","Loranthaceae","Phthirusa",60,50,10
"santalales","Loranthaceae","Struthanthus",50,50,0
"santalales","Loranthaceae","Tupeia",1,1,0
"santalales","Misodendraceae","Misodendrum",8,8,0
"santalales","Olacaceae","Aptandra",4,1,3
"santalales","Octoknemaceae","Octoknema",14,14,0
"santalales","Opiliaceae","Agonandra",10,10,0
"santalales","Opiliaceae","Gjellerupia",1,1,0
"santalales","Opiliaceae","Anthobolus",3,3,0
"santalales","Santalaceae","Antidaphne",9,6,3
"santalales","Santalaceae","Arceuthobium",31,9,22
"santalales","Santalaceae","Buckleya",4,4,0
"santalales","Santalaceae","Thesidium",8,8,0
"santalales","Santalaceae","Colpoon",1,1,0
"santalales","Santalaceae","Osyris",6,4,2
"santalales","Santalaceae","Dendrophthora",53,20,33
"santalales","Santalaceae","Dendrotrophe",4,2,2
"santalales","Santalaceae","Exocarpos",26,14,12
"santalales","Santalaceae","Lepidoceras",2,2,0
"santalales","Santalaceae","Nanodea",1,1,0
"santalales","Santalaceae","Omphacomeria",1,1,0
"santalales","Santalaceae","Phoradendron",190,50,140
"santalales","Santalaceae","Scleropyrum",6,1,5
"santalales","Santalaceae","Viscum",100,10,90
"sapindales","Anacardiaceae","Amphipterygium",4,1,3
"sapindales","Anacardiaceae","Astronium",10,10,0
"sapindales","Anacardiaceae","Blepharocarya",2,1,1
"sapindales","Anacardiaceae","Campnosperma",10,5,5
"sapindales","Anacardiaceae","Faguetia",1,1,0
"sapindales","Anacardiaceae","Haematostaphis",2,2,0
"sapindales","Anacardiaceae","Haplorhus",1,1,0
"sapindales","Anacardiaceae","Harpephyllum",1,1,0
"sapindales","Anacardiaceae","Heeria",1,1,0
"sapindales","Anacardiaceae","Lannea",40,14,26
"sapindales","Anacardiaceae","Laurophyllus",1,1,0
"sapindales","Anacardiaceae","Lithrea",3,3,0
"sapindales","Anacardiaceae","Loxopterygium",5,5,0
"sapindales","Anacardiaceae","Loxostylis",1,1,0
"sapindales","Anacardiaceae","Mosquitoxylum",1,1,0
"sapindales","Anacardiaceae","Orthopterygium",1,1,0
"sapindales","Anacardiaceae","Ozoroa",40,40,0
"sapindales","Anacardiaceae","Parishia",5,4,1
"sapindales","Anacardiaceae","Pegia",3,1,2
"sapindales","Anacardiaceae","Pistacia",9,5,4
"sapindales","Anacardiaceae","Pleiogynium",2,1,1
"sapindales","Anacardiaceae","Poupartia",12,4,8
"sapindales","Anacardiaceae","Protorhus",21,15,6
"sapindales","Anacardiaceae","Pseudosmodinglum",7,3,4
"sapindales","Anacardiaceae","Pseudospondias",2,1,1
"sapindales","Anacardiaceae","Rhodosphaera",1,1,0
"sapindales","Anacardiaceae","Rhus",200,180,20
"sapindales","Anacardiaceae","Schinus",27,20,7
"sapindales","Anacardiaceae","Semecarpus",60,50,10
"sapindales","Anacardiaceae","Smodingium",1,1,0
"sapindales","Anacardiaceae","Sorindeia",50,25,25
"sapindales","Anacardiaceae","Spondias",10,1,9
"sapindales","Anacardiaceae","Tapirira",15,15,0
"sapindales","Anacardiaceae","Trichoscypha",50,25,25
"sapindales","Burseraceae","Bursera",50,40,10
"sapindales","Burseraceae","Canarium",75,75,0
"sapindales","Burseraceae","Crepidospermum",5,1,4
"sapindales","Burseraceae","Protium",85,40,45
"sapindales","Burseraceae","Tetragastris",8,8,0
"sapindales","Burseraceae","Trattinnickia",11,11,0
"sapindales","Meliaceae","Aphanamixis",4,4,0
"sapindales","Meliaceae","Chisocheton",51,1,50
"sapindales","Meliaceae","Guarea",35,35,0
"sapindales","Meliaceae","Ruagea",5,5,0
"sapindales","Meliaceae","Trichilia",86,60,26
"sapindales","Rutaceae","Amyris",30,10,20
"sapindales","Rutaceae","Araliopsis",3,1,2
"sapindales","Rutaceae","Lunasia",10,4,6
"sapindales","Rutaceae","Orixa",1,1,0
"sapindales","Rutaceae","Phellodendron",10,10,0
"sapindales","Rutaceae","Ptaeroxylon",1,1,0
"sapindales","Rutaceae","Ptelea",3,3,0
"sapindales","Rutaceae","Skimmia",5,5,0
"sapindales","Rutaceae","Teclea",22,22,0
"sapindales","Rutaceae","Zanthoxylum",200,10,190
"sapindales","Sapindaceae","Acer",110,19,91
"sapindales","Sapindaceae","Dipteronia",2,1,1
"sapindales","Sapindaceae","Distichostemon",6,1,5
"sapindales","Sapindaceae","Dodonaea",50,20,30
"sapindales","Sapindaceae","Nephelium",35,1,34
"sapindales","Sapindaceae","Pappea",1,1,0
"sapindales","Sapindaceae","Xerospermum",2,2,0
"sapindales","Simaroubaceae","Ailanthus",5,2,3
"sapindales","Simaroubaceae","Castela",15,3,12
"sapindales","Simaroubaceae","Leitneria",1,1,0
"sapindales","Simaroubaceae","Picrolemma",3,1,2
"sapindales","Simaroubaceae","Simarouba",35,6,29
"saxifragales","Crassulaceae","Rhodiola",61,30,31
"saxifragales","Crassulaceae","Sedum",600,10,590
"saxifragales","Daphniphyllaceae","Daphniphyllum",10,10,0
"Saxifragales","Cercidiphyllaceae","Cercidiphyllum",2,2,0
"saxifragales","Grossulariaceae","Ribes",150,61,89
"saxifragales","Haloragaceae","Myriophyllum",40,1,39
"saxifragales","Saxifragaceae","Tanakaea",1,1,0
"solanales","Montiniaceae","Grevea",3,3,0
"solanales","Montiniaceae","Kaliphora",1,1,0
"solanales","Montiniaceae","Montinia",1,1,0
"solanales","Solanaceae","Deprea",6,1,5
"solanales","Solanaceae","Dunalia",6,1,5
"solanales","Solanaceae","Lycium",75,6,69
"solanales","Solanaceae","Solanum",1000,11,989
"solanales","Solanaceae","Symonanthus",2,2,0
"solanales","Solanaceae","Withania",10,1,9
"Amborellales","Amborellaceae","Amborella",1,1,0
"Poales","Bromeliaceae","Hechtia",45,45,0
"Chloranthales","Chloranthaceae","Ascarina",12,10,2
"Chloranthales","Chloranthaceae","Heyosmum",45,41,4
"Gunnerales","Gunneraceae","Gunnera",40,10,30
"Austrobaileyales","Illiciaceae","Kadsura",24,10,14
"Austrobaileyales","Illiciaceae","Schisandra",25,10,15
"Canellales","Winteraceae","Drimys",11,5,6
"Zygophyllales","Zygophyllaceae","Neoluederitzla",1,1,0
